iso3,country,indicator_code,indicator_short,indicator_label,policy_surface,latest_year,indicator_global_latest_year,relative_lag_years,calendar_age_years,indicator_source_calendar_age_years,indicator_source_context,refresh_status,protocol_review_cell,value,missing,stale_ge_3_years
MDV,Maldives,NV.AGR.TOTL.ZS,Agriculture,"Agriculture, forestry, and fishing, value added (% GDP)",structural change,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,3.841959,False,False
MHL,Marshall Islands,NV.AGR.TOTL.ZS,Agriculture,"Agriculture, forestry, and fishing, value added (% GDP)",structural change,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,19.584916,False,False
FSM,"Micronesia, Federated States of",NV.AGR.TOTL.ZS,Agriculture,"Agriculture, forestry, and fishing, value added (% GDP)",structural change,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,22.789771,False,False
MNG,Mongolia,NV.AGR.TOTL.ZS,Agriculture,"Agriculture, forestry, and fishing, value added (% GDP)",structural change,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,7.290952,False,False
MMR,Myanmar,NV.AGR.TOTL.ZS,Agriculture,"Agriculture, forestry, and fishing, value added (% GDP)",structural change,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,20.834177,False,False
NRU,Nauru,NV.AGR.TOTL.ZS,Agriculture,"Agriculture, forestry, and fishing, value added (% GDP)",structural change,,2024,,,2,standard-lag global series,missing_public_field,True,,True,False
NPL,Nepal,NV.AGR.TOTL.ZS,Agriculture,"Agriculture, forestry, and fishing, value added (% GDP)",structural change,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,21.872012,False,False
PAK,Pakistan,NV.AGR.TOTL.ZS,Agriculture,"Agriculture, forestry, and fishing, value added (% GDP)",structural change,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,23.743286,False,False
PLW,Palau,NV.AGR.TOTL.ZS,Agriculture,"Agriculture, forestry, and fishing, value added (% GDP)",structural change,2023,2024,1,3,2,standard-lag global series,one_reference_year_watch,False,3.040625,False,False
PNG,Papua New Guinea,NV.AGR.TOTL.ZS,Agriculture,"Agriculture, forestry, and fishing, value added (% GDP)",structural change,2023,2024,1,3,2,standard-lag global series,one_reference_year_watch,False,16.959591,False,False
PHL,Philippines,NV.AGR.TOTL.ZS,Agriculture,"Agriculture, forestry, and fishing, value added (% GDP)",structural change,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,9.082527,False,False
WSM,Samoa,NV.AGR.TOTL.ZS,Agriculture,"Agriculture, forestry, and fishing, value added (% GDP)",structural change,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,9.795031,False,False
SLB,Solomon Islands,NV.AGR.TOTL.ZS,Agriculture,"Agriculture, forestry, and fishing, value added (% GDP)",structural change,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,29.72599,False,False
LKA,Sri Lanka,NV.AGR.TOTL.ZS,Agriculture,"Agriculture, forestry, and fishing, value added (% GDP)",structural change,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,8.299686,False,False
TJK,Tajikistan,NV.AGR.TOTL.ZS,Agriculture,"Agriculture, forestry, and fishing, value added (% GDP)",structural change,2023,2024,1,3,2,standard-lag global series,one_reference_year_watch,False,22.858862,False,False
THA,Thailand,NV.AGR.TOTL.ZS,Agriculture,"Agriculture, forestry, and fishing, value added (% GDP)",structural change,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,8.711127,False,False
TLS,Timor-Leste,NV.AGR.TOTL.ZS,Agriculture,"Agriculture, forestry, and fishing, value added (% GDP)",structural change,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,20.16052,False,False
TON,Tonga,NV.AGR.TOTL.ZS,Agriculture,"Agriculture, forestry, and fishing, value added (% GDP)",structural change,2023,2024,1,3,2,standard-lag global series,one_reference_year_watch,False,18.958926,False,False
TKM,Turkmenistan,NV.AGR.TOTL.ZS,Agriculture,"Agriculture, forestry, and fishing, value added (% GDP)",structural change,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,12.166743,False,False
TUV,Tuvalu,NV.AGR.TOTL.ZS,Agriculture,"Agriculture, forestry, and fishing, value added (% GDP)",structural change,2015,2024,9,11,2,standard-lag global series,stale_alert,True,15.916327,False,True
UZB,Uzbekistan,NV.AGR.TOTL.ZS,Agriculture,"Agriculture, forestry, and fishing, value added (% GDP)",structural change,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,18.325983,False,False
VUT,Vanuatu,NV.AGR.TOTL.ZS,Agriculture,"Agriculture, forestry, and fishing, value added (% GDP)",structural change,2022,2024,2,4,2,standard-lag global series,protocol_review,True,24.30527,False,False
VNM,Viet Nam,NV.AGR.TOTL.ZS,Agriculture,"Agriculture, forestry, and fishing, value added (% GDP)",structural change,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,11.863491,False,False
AFG,Afghanistan,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2020,2024,4,6,2,standard-lag global series,stale_alert,True,3.953297,False,True
ARM,Armenia,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,4.924688,False,False
AZE,Azerbaijan,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,1.818828,False,False
BGD,Bangladesh,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,6.114947,False,False
BTN,Bhutan,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2023,2024,1,3,2,standard-lag global series,one_reference_year_watch,False,3.582516,False,False
BRN,Brunei Darussalam,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,,2024,,,2,standard-lag global series,missing_public_field,True,,True,False
KHM,Cambodia,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,6.100876,False,False
CHN,"China, People's Republic of",BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,0.167579,False,False
COK,Cook Islands,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,,2024,,,2,standard-lag global series,missing_public_field,True,,True,False
FJI,Fiji,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,7.107651,False,False
GEO,Georgia,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,11.870481,False,False
HKG,"Hong Kong, China",BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,0.112463,False,False
IND,India,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,3.521186,False,False
IDN,Indonesia,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,1.148633,False,False
KAZ,Kazakhstan,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,0.082606,False,False
KIR,Kiribati,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,4.761341,False,False
KGZ,Kyrgyz Republic,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2022,2024,2,4,2,standard-lag global series,protocol_review,True,26.577561,False,False
LAO,Lao People's Democratic Republic,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,1.494197,False,False
MYS,Malaysia,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,0.380194,False,False
MDV,Maldives,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,0.080043,False,False
MHL,Marshall Islands,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,23.06322,False,False
FSM,"Micronesia, Federated States of",BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2014,2024,10,12,2,standard-lag global series,stale_alert,True,7.432848,False,True
MNG,Mongolia,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,2.217678,False,False
MMR,Myanmar,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2019,2024,5,7,2,standard-lag global series,stale_alert,True,3.4013,False,True
NRU,Nauru,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,1.374706,False,False
NPL,Nepal,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,26.225458,False,False
PAK,Pakistan,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,9.396345,False,False
PLW,Palau,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2023,2024,1,3,2,standard-lag global series,one_reference_year_watch,False,0.801494,False,False
PNG,Papua New Guinea,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,0.012157,False,False
PHL,Philippines,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,8.72571,False,False
WSM,Samoa,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,24.006325,False,False
SLB,Solomon Islands,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,6.008899,False,False
LKA,Sri Lanka,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,6.792038,False,False
TJK,Tajikistan,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,47.885211,False,False
THA,Thailand,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,1.795983,False,False
TLS,Timor-Leste,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,11.769243,False,False
TON,Tonga,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2023,2024,1,3,2,standard-lag global series,one_reference_year_watch,False,42.610422,False,False
TKM,Turkmenistan,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,1996,2024,28,30,2,standard-lag global series,stale_alert,True,0.185811,False,True
TUV,Tuvalu,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2023,2024,1,3,2,standard-lag global series,one_reference_year_watch,False,4.163059,False,False
UZB,Uzbekistan,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2024,2024,0,2,2,standard-lag global series,latest_for_indicator,False,14.421099,False,False
VUT,Vanuatu,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2022,2024,2,4,2,standard-lag global series,protocol_review,True,18.75096,False,False
VNM,Viet Nam,BX.TRF.PWKR.DT.GD.ZS,Remittances,Personal remittances received (% GDP),migration finance,2004,2024,20,22,2,standard-lag global series,stale_alert,True,5.084986,False,True
