iso3,country,pacific_small_island,indicator_code,indicator_name,domain,indicator_position,reference_cap,frontier_mode,review_threshold_years,latest_year,value,frontier_year,calendar_age_years,production_age_years,relative_lag_years,missing,absolute_review,relative_review,classification_disagreement,production_cycle_only,retrieved_at,response_sha256,api_last_updated,attestation_chain
TON,Tonga,True,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Labor and social conditions,1,2025,global,3.0,2025,2.008,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:11+00:00,58e82de86f5fd81f0630fabfdc40d10fd067cb6d14192b545b8c9cc027825a4f,2026-07-13,ai-first
TKM,Turkmenistan,False,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Labor and social conditions,1,2025,global,3.0,2025,4.267,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:11+00:00,58e82de86f5fd81f0630fabfdc40d10fd067cb6d14192b545b8c9cc027825a4f,2026-07-13,ai-first
TUV,Tuvalu,True,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Labor and social conditions,1,2025,global,3.0,,,2025,,,,True,False,False,False,False,2026-07-18T21:11:11+00:00,58e82de86f5fd81f0630fabfdc40d10fd067cb6d14192b545b8c9cc027825a4f,2026-07-13,ai-first
UZB,Uzbekistan,False,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Labor and social conditions,1,2025,global,3.0,2025,4.622,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:11+00:00,58e82de86f5fd81f0630fabfdc40d10fd067cb6d14192b545b8c9cc027825a4f,2026-07-13,ai-first
VUT,Vanuatu,True,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Labor and social conditions,1,2025,global,3.0,2025,5.073,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:11+00:00,58e82de86f5fd81f0630fabfdc40d10fd067cb6d14192b545b8c9cc027825a4f,2026-07-13,ai-first
VNM,Viet Nam,False,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Labor and social conditions,1,2025,global,3.0,2025,1.523,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:11+00:00,58e82de86f5fd81f0630fabfdc40d10fd067cb6d14192b545b8c9cc027825a4f,2026-07-13,ai-first
AFG,Afghanistan,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,37.457,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
ARM,Armenia,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,59.388,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
AZE,Azerbaijan,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,63.288,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
BGD,Bangladesh,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,58.796,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
BTN,Bhutan,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,64.82,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
BRN,Brunei Darussalam,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,64.235,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
KHM,Cambodia,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,82.392,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
CHN,"China, People's Republic of",False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,64.551,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
COK,Cook Islands,True,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,,,2025,,,,True,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
FJI,Fiji,True,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,57.16,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
GEO,Georgia,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,64.312,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
HKG,"Hong Kong, China",False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,56.356,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
IND,India,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,55.658,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
IDN,Indonesia,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,67.965,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
KAZ,Kazakhstan,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,67.77,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
KIR,Kiribati,True,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,,,2025,,,,True,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
KGZ,Kyrgyz Republic,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,57.366,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
LAO,Lao People's Democratic Republic,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,66.087,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
MYS,Malaysia,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,66.12,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
MDV,Maldives,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,63.501,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
MHL,Marshall Islands,True,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,,,2025,,,,True,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
FSM,"Micronesia, Federated States of",True,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,,,2025,,,,True,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
MNG,Mongolia,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,59.689,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
MMR,Myanmar,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,55.088,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
NRU,Nauru,True,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,,,2025,,,,True,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
NPL,Nepal,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,39.244,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
PAK,Pakistan,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,52.335,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
PLW,Palau,True,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,,,2025,,,,True,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
PNG,Papua New Guinea,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,52.07,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
PHL,Philippines,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,61.35,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
WSM,Samoa,True,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,42.534,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
SLB,Solomon Islands,True,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,84.296,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
LKA,Sri Lanka,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,48.517,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
TJK,Tajikistan,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,38.276,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
THA,Thailand,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,66.678,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
TLS,Timor-Leste,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,66.98,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
TON,Tonga,True,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,49.808,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
TKM,Turkmenistan,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,42.031,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
TUV,Tuvalu,True,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,,,2025,,,,True,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
UZB,Uzbekistan,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,57.499,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
VUT,Vanuatu,True,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,58.111,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
VNM,Viet Nam,False,SL.TLF.CACT.ZS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Labor and social conditions,2,2025,global,3.0,2025,72.778,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,23be12c81f6148a97e3a206a8f1b6a2b4103bde82de90faaaf5c7bb739ecb203,2026-07-13,ai-first
AFG,Afghanistan,False,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,2025,81.7701622315736,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
ARM,Armenia,False,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,2025,32.8482859315245,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
AZE,Azerbaijan,False,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,2025,53.8408284029704,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
BGD,Bangladesh,False,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,2025,57.3482885655112,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
BTN,Bhutan,False,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,2025,69.0286788243039,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
BRN,Brunei Darussalam,False,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,2025,4.47832766475148,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
KHM,Cambodia,False,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,2025,52.3206915499896,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
CHN,"China, People's Republic of",False,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,2025,33.3992901433807,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
COK,Cook Islands,True,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,,,2025,,,,True,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
FJI,Fiji,True,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,2025,32.7870716257918,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
GEO,Georgia,False,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,2025,42.4057268691573,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
HKG,"Hong Kong, China",False,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,2025,5.76075661204423,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
IND,India,False,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,2025,71.583962506186,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
IDN,Indonesia,False,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,2025,49.9563947518921,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
KAZ,Kazakhstan,False,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,2025,24.7894583458084,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
KIR,Kiribati,True,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,,,2025,,,,True,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
KGZ,Kyrgyz Republic,False,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,2025,28.9669913465187,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
LAO,Lao People's Democratic Republic,False,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,2025,76.3797861737916,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
MYS,Malaysia,False,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,2025,21.8865203708855,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
MDV,Maldives,False,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,2025,16.9072204595712,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
MHL,Marshall Islands,True,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,,,2025,,,,True,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
FSM,"Micronesia, Federated States of",True,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,,,2025,,,,True,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
MNG,Mongolia,False,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,2025,38.3696539892008,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
MMR,Myanmar,False,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,2025,62.8911874336601,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
NRU,Nauru,True,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,,,2025,,,,True,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
NPL,Nepal,False,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,2025,76.9782128968763,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
PAK,Pakistan,False,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,2025,55.5130260022914,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
PLW,Palau,True,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,,,2025,,,,True,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
PNG,Papua New Guinea,False,SL.EMP.VULN.ZS,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor and social conditions,3,2025,global,3.0,2025,71.1551094720543,2025,1,1,0,False,False,False,False,False,2026-07-18T21:11:12+00:00,83516c8bf50fe9fef3bd470462077c34d1eef7a964f615614be3cc3c0d4b3cd4,2026-07-13,ai-first
