country,iso3,market_id,market,admin1,admin2,latitude,longitude,month,commodity,unit,retail_price_npr,price_anomaly_pct,lagged_precipitation_month,lagged_power_prectotcorr_mm_day,lagged_precipitation_z,lagged_power_t2m_c,lagged_temperature_z,price_spike_screen,dry_price_spike_screen,non_dry_price_spike_screen,wet_price_spike_screen,hot_price_spike_screen,weather_alignment_status
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2019-01,Rice (coarse),KG,,,2018-12,0.01,-0.6909,17.28,0.6147,False,False,False,False,False,missing_price
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2019-02,Rice (coarse),KG,,,2019-01,0.29,0.3153,17.0,1.2483,False,False,False,False,False,missing_price
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2019-03,Rice (coarse),KG,,,2019-02,2.02,1.9296,19.75,0.4963,False,False,False,False,False,missing_price
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2019-04,Rice (coarse),KG,41.0,-24.6106,2019-03,0.49,-0.6251,23.85,-0.9646,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2019-05,Rice (coarse),KG,42.0,-26.9664,2019-04,1.95,0.6079,30.07,0.29,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2019-06,Rice (coarse),KG,42.0,-17.4353,2019-05,1.53,-0.9759,33.46,2.0785,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2019-07,Rice (coarse),KG,45.0,-6.367,2019-06,4.06,-0.9823,34.43,1.2078,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2019-08,Rice (coarse),KG,45.0,-27.0875,2019-07,17.01,1.0906,29.64,0.1456,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2019-09,Rice (coarse),KG,45.0,-10.5361,2019-08,5.83,-0.9933,28.79,1.5482,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2019-10,Rice (coarse),KG,45.0,-10.5361,2019-09,8.04,0.4213,26.96,-1.7041,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2019-11,Rice (coarse),KG,45.0,-2.1979,2019-10,0.28,-0.8773,23.71,-1.677,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2019-12,Rice (coarse),KG,45.0,-2.1743,2019-11,0.51,2.2804,20.99,0.2104,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2020-01,Rice (coarse),KG,45.0,-15.3016,2019-12,0.86,1.7061,14.84,-1.563,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2020-02,Rice (coarse),KG,45.0,-24.4176,2020-01,0.96,2.4824,14.58,-1.1141,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2020-03,Rice (coarse),KG,48.0,-4.0822,2020-02,1.01,0.5584,17.06,-1.5076,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2020-04,Rice (coarse),KG,,,2020-03,1.68,1.0326,23.24,-1.5044,False,False,False,False,False,missing_price
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2020-05,Rice (coarse),KG,42.5,-25.7829,2020-04,2.53,1.3641,28.13,-2.03,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2020-06,Rice (coarse),KG,45.0,-10.5361,2020-05,4.13,0.0759,30.62,-0.6386,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2020-07,Rice (coarse),KG,50.0,4.1691,2020-06,12.74,1.7191,29.38,-1.3139,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2020-08,Rice (coarse),KG,59.0,0.0,2020-07,20.1,1.7827,28.1,-1.6842,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2020-09,Rice (coarse),KG,49.0,-2.0203,2020-08,4.82,-1.2472,28.09,-0.9869,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2020-10,Rice (coarse),KG,48.0,-4.0822,2020-09,10.74,1.579,27.36,-0.4563,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2020-11,Rice (coarse),KG,46.0,0.0,2020-10,0.7,-0.7239,25.88,1.3274,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2020-12,Rice (coarse),KG,47.0,2.1743,2020-11,0.0,-0.5562,20.63,-0.1171,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2021-01,Rice (coarse),KG,50.0,-4.7655,2020-12,0.24,-0.0423,16.76,0.1506,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2021-02,Rice (coarse),KG,70.0,19.7656,2021-01,0.0,-0.6226,16.62,0.8774,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2021-03,Rice (coarse),KG,40.0,-22.3144,2021-02,0.06,-0.7315,19.83,0.5559,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2021-04,Rice (coarse),KG,45.0,-15.3016,2021-03,0.16,-1.0848,26.22,1.1327,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2021-05,Rice (coarse),KG,50.0,-9.531,2021-04,1.27,-0.2787,30.17,0.4096,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2021-06,Rice (coarse),KG,50.0,0.0,2021-05,9.89,2.406,29.59,-1.624,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2021-07,Rice (coarse),KG,45.0,-6.367,2021-06,10.98,1.1714,28.74,-1.6335,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2021-08,Rice (coarse),KG,50.0,-16.5514,2021-07,13.7,0.3492,28.55,-1.1496,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2021-09,Rice (coarse),KG,50.0,0.0,2021-08,17.24,1.875,28.03,-1.2042,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2021-10,Rice (coarse),KG,50.0,0.0,2021-09,5.5,-0.6678,27.36,-0.4563,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2021-11,Rice (coarse),KG,45.0,-2.1979,2021-10,4.95,0.828,25.03,0.1506,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2021-12,Rice (coarse),KG,45.0,-2.1743,2021-11,0.01,-0.5006,19.09,-1.5181,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2022-01,Rice (coarse),KG,40.0,-27.0799,2021-12,0.85,1.6779,16.24,-0.3135,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2022-02,Rice (coarse),KG,50.0,-13.8816,2022-01,0.23,0.1213,14.49,-1.202,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2022-03,Rice (coarse),KG,50.0,0.0,2022-02,1.44,1.1422,16.7,-1.7758,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2022-04,Rice (coarse),KG,55.0,4.7655,2022-03,0.14,-1.1127,25.88,0.8318,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2022-05,Rice (coarse),KG,55.0,0.0,2022-04,1.42,-0.0831,30.59,0.9119,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2022-06,Rice (coarse),KG,42.0,-17.4353,2022-05,5.0,0.4278,30.97,-0.3038,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2022-07,Rice (coarse),KG,46.0,-4.1691,2022-06,9.11,0.5894,31.17,-0.4201,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2022-08,Rice (coarse),KG,48.0,-20.6336,2022-07,7.92,-0.9455,29.43,-0.104,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2022-09,Rice (coarse),KG,45.0,-10.5361,2022-08,9.09,-0.1738,28.44,0.2807,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2022-10,Rice (coarse),KG,46.0,-8.3382,2022-09,6.86,-0.0847,27.19,-0.9866,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2022-11,Rice (coarse),KG,45.0,-2.1979,2022-10,3.92,0.4519,24.03,-1.234,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2022-12,Rice (coarse),KG,43.0,-6.7205,2022-11,0.0,-0.5562,19.62,-1.0359,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2023-01,Rice (coarse),KG,55.0,4.7655,2022-12,0.0,-0.7191,16.13,-0.4117,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2023-02,Rice (coarse),KG,55.0,-4.3506,2023-01,0.0,-0.6226,15.8,0.0769,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2023-03,Rice (coarse),KG,50.0,0.0,2023-02,0.06,-0.7315,20.07,0.7347,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2023-04,Rice (coarse),KG,50.0,-4.7655,2023-03,1.12,0.2525,24.45,-0.4336,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2023-05,Rice (coarse),KG,55.0,0.0,2023-04,0.68,-1.0479,29.53,-0.3558,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2023-06,Rice (coarse),KG,50.0,0.0,2023-05,2.01,-0.7818,31.03,-0.2464,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2023-07,Rice (coarse),KG,52.0,8.0912,2023-06,2.88,-1.3495,34.36,1.1729,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2023-08,Rice (coarse),KG,60.0,1.6807,2023-07,10.69,-0.3251,29.67,0.1812,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2023-09,Rice (coarse),KG,65.0,26.2364,2023-08,14.78,1.2566,28.24,-0.4436,True,False,True,True,False,wet_lag_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2023-10,Rice (coarse),KG,65.0,26.2364,2023-09,4.69,-1.0152,27.73,0.698,True,True,False,False,False,dry_lag_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2023-11,Rice (coarse),KG,62.0,29.8493,2023-10,2.3,-0.1397,24.81,-0.154,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2023-12,Rice (coarse),KG,60.0,26.594,2023-11,0.0,-0.5562,22.24,1.3475,True,False,True,False,True,price_spike_not_dry_aligned
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2024-01,Rice (coarse),KG,60.0,13.4666,2023-12,0.08,-0.4935,18.48,1.6857,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2024-02,Rice (coarse),KG,60.0,4.3506,2024-01,0.0,-0.6226,15.4,-0.3136,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2024-03,Rice (coarse),KG,60.0,18.2322,2024-02,0.16,-0.5957,18.82,-0.1965,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2024-04,Rice (coarse),KG,65.0,21.4709,2024-03,1.52,0.8097,24.01,-0.823,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2024-05,Rice (coarse),KG,60.0,8.7011,2024-04,0.05,-1.8693,31.11,1.5337,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2024-06,Rice (coarse),KG,61.0,19.8851,2024-05,2.8,-0.4622,32.01,0.6912,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2024-07,Rice (coarse),KG,,,2024-06,6.81,-0.1264,33.41,0.6985,False,False,False,False,False,missing_price
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2024-08,Rice (coarse),KG,65.0,9.685,2024-07,13.09,0.2125,29.45,-0.0802,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2024-09,Rice (coarse),KG,65.0,26.2364,2024-08,9.2,-0.1461,28.58,0.7877,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2024-10,Rice (coarse),KG,65.0,26.2364,2024-09,9.9,1.2188,27.9,1.2284,True,False,True,True,True,wet_lag_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2024-11,Rice (coarse),KG,60.0,26.5703,2024-10,0.61,-0.7568,25.42,0.6905,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2024-12,Rice (coarse),KG,,,2024-11,0.0,-0.5562,21.67,0.829,False,False,False,False,False,missing_price
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2025-01,Rice (coarse),KG,60.0,13.4666,2024-12,0.0,-0.7191,17.63,0.9271,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2025-02,Rice (coarse),KG,60.0,4.3506,2025-01,0.01,-0.5903,17.15,1.3948,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2025-03,Rice (coarse),KG,60.0,18.2322,2025-02,0.01,-0.7993,20.14,0.7869,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2025-04,Rice (coarse),KG,60.0,13.4666,2025-03,2.1,1.6177,25.42,0.4248,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2025-05,Rice (coarse),KG,60.0,8.7011,2025-04,1.72,0.308,29.61,-0.2601,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2025-06,Rice (coarse),KG,60.0,18.2322,2025-05,3.24,-0.2842,31.35,0.0598,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2025-07,Rice (coarse),KG,65.0,30.4055,2025-06,5.65,-0.4875,31.94,-0.0356,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2025-08,Rice (coarse),KG,60.0,1.6807,2025-07,6.2,-1.3308,30.42,1.0723,False,False,False,False,False,not_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2025-09,Rice (coarse),KG,65.0,26.2364,2025-08,9.73,-0.0129,28.07,-1.0593,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2025-10,Rice (coarse),KG,65.0,26.2364,2025-09,7.25,0.0825,27.65,0.4485,True,False,True,False,False,price_spike_not_dry_aligned
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2025-11,Rice (coarse),KG,60.0,26.5703,2025-10,8.45,2.106,24.74,-0.2509,True,False,True,True,False,wet_lag_price_spike
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2025-12,Rice (coarse),KG,65.0,34.5982,2025-11,0.28,1.0012,19.81,-0.8631,True,False,True,True,False,wet_lag_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2019-01,Rice (coarse),KG,,,2018-12,0.0,-0.6162,16.87,0.532,False,False,False,False,False,missing_price
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2019-02,Rice (coarse),KG,,,2019-01,0.89,0.754,16.21,0.8782,False,False,False,False,False,missing_price
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2019-03,Rice (coarse),KG,,,2019-02,2.92,2.1373,18.98,0.3436,False,False,False,False,False,missing_price
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2019-04,Rice (coarse),KG,36.0,-15.4151,2019-03,0.64,-0.3471,23.17,-0.977,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2019-05,Rice (coarse),KG,35.0,-22.8842,2019-04,1.56,-0.0111,29.7,0.2436,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2019-06,Rice (coarse),KG,35.0,-25.1314,2019-05,2.81,-0.648,32.38,1.5779,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2019-07,Rice (coarse),KG,40.0,-10.6547,2019-06,5.45,-1.0135,33.41,0.9956,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2019-08,Rice (coarse),KG,40.0,-13.9762,2019-07,17.31,0.2587,29.3,0.7669,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2019-09,Rice (coarse),KG,40.0,-18.2322,2019-08,6.98,-0.9289,28.73,1.9534,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2019-10,Rice (coarse),KG,44.0,-19.8583,2019-09,12.76,1.0814,26.76,-1.1849,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2019-11,Rice (coarse),KG,36.0,-28.7682,2019-10,1.13,-0.741,23.26,-1.622,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2019-12,Rice (coarse),KG,35.0,-28.3584,2019-11,0.13,2.0954,20.39,-0.0109,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2020-01,Rice (coarse),KG,40.0,-31.4304,2019-12,0.96,1.364,14.46,-1.6597,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2020-02,Rice (coarse),KG,42.0,-8.7177,2020-01,1.81,2.2704,13.78,-1.2883,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2020-03,Rice (coarse),KG,43.0,-5.5,2020-02,1.56,0.739,16.54,-1.4259,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2020-04,Rice (coarse),KG,41.0,-2.4098,2020-03,1.74,1.471,22.46,-1.4857,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2020-05,Rice (coarse),KG,41.0,-7.0618,2020-04,2.9,1.3146,27.73,-1.5846,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2020-06,Rice (coarse),KG,42.0,-6.8993,2020-05,4.35,-0.1411,30.11,-0.7498,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2020-07,Rice (coarse),KG,44.0,-1.1236,2020-06,14.35,1.3626,29.34,-1.18,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2020-08,Rice (coarse),KG,42.0,-9.0972,2020-07,20.53,0.8418,27.67,-2.0823,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2020-09,Rice (coarse),KG,48.0,0.0,2020-08,4.37,-1.4233,27.87,-0.5354,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2020-10,Rice (coarse),KG,43.0,-22.1573,2020-09,8.83,-0.2303,27.08,-0.1904,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2020-11,Rice (coarse),KG,45.0,-6.4539,2020-10,0.12,-1.0808,25.88,1.8937,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2020-12,Rice (coarse),KG,45.0,-3.2269,2020-11,0.06,0.4191,21.05,0.7096,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2021-01,Rice (coarse),KG,64.0,15.5699,2020-12,0.07,-0.4718,17.15,0.7866,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2021-02,Rice (coarse),KG,42.0,-8.7177,2021-01,0.01,-0.6964,16.67,1.2883,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2021-03,Rice (coarse),KG,42.0,-7.8531,2021-02,0.11,-0.7519,19.86,0.9817,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2021-04,Rice (coarse),KG,42.0,0.0,2021-03,0.54,-0.5124,26.17,1.1723,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2021-05,Rice (coarse),KG,44.0,0.0,2021-04,0.7,-0.8619,30.19,0.6983,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2021-06,Rice (coarse),KG,42.0,-6.8993,2021-05,12.31,2.4787,29.29,-1.5907,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2021-07,Rice (coarse),KG,44.0,-1.1236,2021-06,15.99,1.8004,28.27,-1.752,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2021-08,Rice (coarse),KG,44.0,-4.4452,2021-07,18.29,0.4362,28.23,-1.1034,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2021-09,Rice (coarse),KG,44.0,-8.7011,2021-08,22.6,2.03,27.61,-1.2878,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2021-10,Rice (coarse),KG,,,2021-09,9.0,-0.1736,27.08,-0.1904,False,False,False,False,False,missing_price
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2021-11,Rice (coarse),KG,45.0,-6.4539,2021-10,7.15,1.2844,24.81,0.4579,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2021-12,Rice (coarse),KG,41.0,-12.536,2021-11,0.0,-1.0178,18.83,-1.7139,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2022-01,Rice (coarse),KG,41.0,-28.9612,2021-12,1.29,2.0446,16.03,-0.2319,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2022-02,Rice (coarse),KG,41.0,-11.1274,2022-01,0.6,0.2761,13.98,-1.11,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2022-03,Rice (coarse),KG,42.0,-7.8531,2022-02,1.46,0.6362,16.04,-1.7885,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2022-04,Rice (coarse),KG,42.0,0.0,2022-03,0.21,-1.0578,25.65,0.7997,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2022-05,Rice (coarse),KG,43.0,-2.299,2022-04,1.11,-0.4563,30.36,0.8561,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2022-06,Rice (coarse),KG,45.0,0.0,2022-05,3.72,-0.3485,31.3,0.4704,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2022-07,Rice (coarse),KG,45.0,1.1236,2022-06,8.05,-0.3194,31.35,-0.1056,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2022-08,Rice (coarse),KG,46.0,0.0,2022-07,7.78,-1.4669,29.46,1.0466,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2022-09,Rice (coarse),KG,48.0,0.0,2022-08,12.84,0.1811,28.31,0.738,False,False,False,False,False,not_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2022-10,Rice (coarse),KG,48.0,-11.1572,2022-09,11.92,0.8011,26.83,-0.9673,False,False,False,False,False,not_price_spike
