country,iso3,market_id,market,admin1,admin2,latitude,longitude,month,commodity,unit,retail_price_npr,retail_price_npr_year_earlier,rice_yoy_log_change_pct,old_calendar_month_median_anomaly_pct,precipitation_z_lag_0,temperature_z_lag_0,precipitation_z_lag_1,temperature_z_lag_1,precipitation_z_lag_3,temperature_z_lag_3,precipitation_z_lag_6,temperature_z_lag_6,price_spike_yoy_20pct,dry_lag_1,dry_aligned_price_spike,alignment_class
Nepal,NPL,647,Dhankuta,Province No. 1,DHANKUTA,26.98,87.33,2021-09,Rice (coarse),KG,55.0,42.0,26.9664,0.0,-1.0062,-0.4602,1.3562,-1.594,-0.4673,-0.9315,-0.7863,1.0901,True,False,False,non_dry_price_spike
Nepal,NPL,3852,Gamgadhi,Province No. 6,MUGU,29.53,82.17,2021-09,Rice (coarse),KG,55.0,60.0,-8.7011,-16.7054,0.4282,-0.5497,0.0356,-0.0707,1.3004,-0.9122,-0.9033,0.6703,False,False,False,below_price_spike_threshold
Nepal,NPL,3878,Janakpurdham,Province No. 2,DHANUSHA,26.73,85.94,2021-09,Rice (coarse),KG,46.0,49.0,-6.3179,-8.3382,-1.4208,-0.9754,1.3602,-1.3477,0.5436,-1.5049,-0.8362,0.9575,False,False,False,below_price_spike_threshold
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2021-09,Rice (coarse),KG,44.0,45.0,-2.2473,-12.7833,-0.413,-0.1626,1.5701,-1.4069,-0.0197,-1.1881,-0.5886,1.1257,False,False,False,below_price_spike_threshold
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-09,Rice (coarse),KG,46.0,49.0,-6.3179,-6.3179,-0.3665,-0.492,0.3568,-0.8737,1.8042,-1.3477,-1.0413,1.0414,False,False,False,below_price_spike_threshold
Nepal,NPL,3913,Martadi,Province No. 7,BAJURA,29.43,81.5,2021-09,Rice (coarse),KG,50.0,52.0,-3.9221,-9.531,-0.3917,-0.4731,0.0535,-0.3126,1.9073,-0.9694,-1.0281,0.854,False,False,False,below_price_spike_threshold
Nepal,NPL,3836,Narayanghat,Province No. 3,CHITAWAN,27.65,84.39,2021-09,Rice (coarse),KG,44.0,51.0,-14.7636,-14.7636,-0.0632,0.1861,1.9342,-1.1965,1.7003,-1.5709,-0.7443,1.0925,False,False,False,below_price_spike_threshold
Nepal,NPL,3869,Phidim,Province No. 1,PANCHTHAR,27.12,87.8,2021-09,Rice (coarse),KG,55.0,44.0,22.3144,0.0,-1.0062,-0.4602,1.3562,-1.594,-0.4673,-0.9315,-0.7863,1.0901,True,False,False,non_dry_price_spike
Nepal,NPL,646,Biratnagar,Province No. 1,MORANG,26.45,87.28,2021-10,Rice (coarse),KG,52.0,48.0,8.0043,-5.6089,1.5997,0.161,-1.1797,-0.5159,0.8903,-0.7405,-0.8223,0.9581,False,True,False,below_price_spike_threshold
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2021-10,Rice (coarse),KG,50.0,48.0,4.0822,0.0,0.828,0.1506,-0.6678,-0.4563,0.3492,-1.1496,-0.2787,0.4096,False,False,False,below_price_spike_threshold
Nepal,NPL,647,Dhankuta,Province No. 1,DHANKUTA,26.98,87.33,2021-10,Rice (coarse),KG,55.0,44.0,22.3144,-1.8019,1.604,0.6748,-1.0062,-0.4602,0.6256,-0.7773,-0.9203,1.0156,True,True,True,dry_aligned_price_spike
Nepal,NPL,3878,Janakpurdham,Province No. 2,DHANUSHA,26.73,85.94,2021-10,Rice (coarse),KG,48.0,43.0,11.0001,-13.6132,1.498,-0.1799,-1.4208,-0.9754,0.7079,-1.0782,-0.7711,0.5835,False,True,False,below_price_spike_threshold
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-10,Rice (coarse),KG,42.0,50.0,-17.4353,-17.4353,1.1133,0.9547,-0.3665,-0.492,-0.5162,-0.3668,-0.3867,0.1668,False,False,False,below_price_spike_threshold
Nepal,NPL,3913,Martadi,Province No. 7,BAJURA,29.43,81.5,2021-10,Rice (coarse),KG,50.0,50.0,0.0,-11.3329,1.4462,0.7641,-0.3917,-0.4731,-0.5456,-0.4,-0.3194,-0.323,False,False,False,below_price_spike_threshold
Nepal,NPL,3869,Phidim,Province No. 1,PANCHTHAR,27.12,87.8,2021-10,Rice (coarse),KG,58.0,42.0,32.2773,0.0,1.604,0.6748,-1.0062,-0.4602,0.6256,-0.7773,-0.9203,1.0156,True,True,True,dry_aligned_price_spike
Nepal,NPL,3837,Baglung,Province No. 4,BAGLUNG,28.25,83.6,2021-11,Rice (coarse),KG,58.0,44.0,27.6253,-1.6951,-0.8036,0.2205,1.4487,1.0228,1.78,-0.9889,0.8226,-0.4174,True,False,False,non_dry_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2021-11,Rice (coarse),KG,45.0,45.0,0.0,-6.4539,-1.0178,-1.7139,1.2844,0.4579,2.03,-1.2878,2.4787,-1.5907,False,False,False,below_price_spike_threshold
Nepal,NPL,646,Biratnagar,Province No. 1,MORANG,26.45,87.28,2021-11,Rice (coarse),KG,52.0,49.0,5.9423,0.0,-0.2999,-2.0013,1.5997,0.161,1.3187,-1.5172,2.3487,-1.2756,False,False,False,below_price_spike_threshold
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2021-11,Rice (coarse),KG,45.0,46.0,-2.1979,-2.1979,-0.5006,-1.5181,0.828,0.1506,1.875,-1.2042,2.406,-1.624,False,False,False,below_price_spike_threshold
Nepal,NPL,647,Dhankuta,Province No. 1,DHANKUTA,26.98,87.33,2021-11,Rice (coarse),KG,55.0,47.0,15.7186,0.0,-0.365,-1.9419,1.604,0.6748,1.3562,-1.594,2.2369,-0.8926,False,False,False,below_price_spike_threshold
Nepal,NPL,3852,Gamgadhi,Province No. 6,MUGU,29.53,82.17,2021-11,Rice (coarse),KG,60.0,51.0,16.2519,-8.0043,-0.745,-1.0567,1.1252,0.5965,0.0356,-0.0707,1.0285,-0.7905,False,False,False,below_price_spike_threshold
Nepal,NPL,3878,Janakpurdham,Province No. 2,DHANUSHA,26.73,85.94,2021-11,Rice (coarse),KG,45.0,40.0,11.7783,-10.5361,-0.427,-1.7281,1.498,-0.1799,1.3602,-1.3477,2.3903,-1.5373,False,False,False,below_price_spike_threshold
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2021-11,Rice (coarse),KG,45.0,55.0,-20.0671,-20.0671,-0.43,-1.7744,0.9064,1.0221,1.5701,-1.4069,2.1001,-0.8295,False,False,False,below_price_spike_threshold
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-11,Rice (coarse),KG,43.0,47.0,-8.8947,-8.8947,-0.7344,-1.1303,1.1133,0.9547,0.3568,-0.8737,0.9162,-1.0797,False,False,False,below_price_spike_threshold
Nepal,NPL,3913,Martadi,Province No. 7,BAJURA,29.43,81.5,2021-11,Rice (coarse),KG,45.0,46.0,-2.1979,-20.0671,-0.6786,-1.1329,1.4462,0.7641,0.0535,-0.3126,0.2131,-0.882,False,False,False,below_price_spike_threshold
Nepal,NPL,3836,Narayanghat,Province No. 3,CHITAWAN,27.65,84.39,2021-11,Rice (coarse),KG,48.0,48.0,0.0,0.0,-0.4962,-1.5411,1.1148,0.5714,1.9342,-1.1965,2.1969,-1.3197,False,False,False,below_price_spike_threshold
Nepal,NPL,3869,Phidim,Province No. 1,PANCHTHAR,27.12,87.8,2021-11,Rice (coarse),KG,55.0,44.0,22.3144,0.0,-0.365,-1.9419,1.604,0.6748,1.3562,-1.594,2.2369,-0.8926,True,False,False,non_dry_price_spike
Nepal,NPL,3837,Baglung,Province No. 4,BAGLUNG,28.25,83.6,2021-12,Rice (coarse),KG,60.0,48.0,22.3144,0.0,1.9164,-0.8894,-0.8036,0.2205,0.5857,-0.5411,1.9407,-0.5509,True,False,False,non_dry_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2021-12,Rice (coarse),KG,41.0,45.0,-9.309,-12.536,2.0446,-0.2319,-1.0178,-1.7139,-0.1736,-0.1904,1.8004,-1.752,False,True,False,below_price_spike_threshold
Nepal,NPL,646,Biratnagar,Province No. 1,MORANG,26.45,87.28,2021-12,Rice (coarse),KG,40.0,45.0,-11.7783,-15.0052,1.7798,-0.3884,-0.2999,-2.0013,-1.1797,-0.5159,-0.1351,-1.2737,False,False,False,below_price_spike_threshold
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2021-12,Rice (coarse),KG,45.0,47.0,-4.3485,-2.1743,1.6779,-0.3135,-0.5006,-1.5181,-0.6678,-0.4563,1.1714,-1.6335,False,False,False,below_price_spike_threshold
Nepal,NPL,647,Dhankuta,Province No. 1,DHANKUTA,26.98,87.33,2021-12,Rice (coarse),KG,42.0,47.0,-11.2478,-14.3416,2.0866,-0.0858,-0.365,-1.9419,-1.0062,-0.4602,-0.4673,-0.9315,False,False,False,below_price_spike_threshold
Nepal,NPL,3852,Gamgadhi,Province No. 6,MUGU,29.53,82.17,2021-12,Rice (coarse),KG,60.0,51.0,16.2519,-8.0043,1.6299,-0.953,-0.745,-1.0567,0.4282,-0.5497,1.3004,-0.9122,False,False,False,below_price_spike_threshold
Nepal,NPL,3878,Janakpurdham,Province No. 2,DHANUSHA,26.73,85.94,2021-12,Rice (coarse),KG,45.0,43.0,4.5462,-5.268,1.4896,-0.4847,-0.427,-1.7281,-1.4208,-0.9754,0.5436,-1.5049,False,False,False,below_price_spike_threshold
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2021-12,Rice (coarse),KG,44.0,50.0,-12.7833,-12.7833,2.0432,-0.1909,-0.43,-1.7744,-0.413,-0.1626,-0.0197,-1.1881,False,False,False,below_price_spike_threshold
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2021-12,Rice (coarse),KG,43.0,47.0,-8.8947,-9.9474,0.8728,-0.7234,-0.7344,-1.1303,-0.3665,-0.492,1.8042,-1.3477,False,False,False,below_price_spike_threshold
Nepal,NPL,3913,Martadi,Province No. 7,BAJURA,29.43,81.5,2021-12,Rice (coarse),KG,45.0,46.0,-2.1979,-6.367,0.8198,-1.0589,-0.6786,-1.1329,-0.3917,-0.4731,1.9073,-0.9694,False,False,False,below_price_spike_threshold
Nepal,NPL,3836,Narayanghat,Province No. 3,CHITAWAN,27.65,84.39,2021-12,Rice (coarse),KG,44.0,48.0,-8.7011,-10.7422,1.9697,-0.3268,-0.4962,-1.5411,-0.0632,0.1861,1.7003,-1.5709,False,False,False,below_price_spike_threshold
Nepal,NPL,3869,Phidim,Province No. 1,PANCHTHAR,27.12,87.8,2021-12,Rice (coarse),KG,44.0,44.0,0.0,-7.5153,2.0866,-0.0858,-0.365,-1.9419,-1.0062,-0.4602,-0.4673,-0.9315,False,False,False,below_price_spike_threshold
Nepal,NPL,3837,Baglung,Province No. 4,BAGLUNG,28.25,83.6,2022-01,Rice (coarse),KG,60.0,70.0,-15.4151,-8.0043,-0.144,-1.0113,1.9164,-0.8894,1.4487,1.0228,0.4421,-0.0687,False,False,False,below_price_spike_threshold
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2022-01,Rice (coarse),KG,41.0,64.0,-44.5311,-28.9612,0.2761,-1.11,2.0446,-0.2319,1.2844,0.4579,0.4362,-1.1034,False,False,False,below_price_spike_threshold
Nepal,NPL,646,Biratnagar,Province No. 1,MORANG,26.45,87.28,2022-01,Rice (coarse),KG,40.0,40.0,0.0,-10.147,0.7273,-0.731,1.7798,-0.3884,1.5997,0.161,0.8903,-0.7405,False,False,False,below_price_spike_threshold
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2022-01,Rice (coarse),KG,40.0,50.0,-22.3144,-27.0799,0.1213,-1.202,1.6779,-0.3135,0.828,0.1506,0.3492,-1.1496,False,False,False,below_price_spike_threshold
Nepal,NPL,647,Dhankuta,Province No. 1,DHANKUTA,26.98,87.33,2022-01,Rice (coarse),KG,40.0,42.0,-4.879,-4.879,0.5523,-0.4929,2.0866,-0.0858,1.604,0.6748,0.6256,-0.7773,False,False,False,below_price_spike_threshold
Nepal,NPL,3852,Gamgadhi,Province No. 6,MUGU,29.53,82.17,2022-01,Rice (coarse),KG,60.0,55.0,8.7011,-8.0043,0.0435,-0.8844,1.6299,-0.953,1.1252,0.5965,-0.5401,-0.23,False,False,False,below_price_spike_threshold
Nepal,NPL,3878,Janakpurdham,Province No. 2,DHANUSHA,26.73,85.94,2022-01,Rice (coarse),KG,40.0,45.0,-11.7783,-21.8118,0.4955,-0.8564,1.4896,-0.4847,1.498,-0.1799,0.7079,-1.0782,False,False,False,below_price_spike_threshold
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2022-01,Rice (coarse),KG,45.0,48.0,-6.4539,-10.5361,-0.0997,-0.9162,2.0432,-0.1909,0.9064,1.0221,0.6962,-0.9504,False,False,False,below_price_spike_threshold
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2022-01,Rice (coarse),KG,42.0,42.0,0.0,-11.0437,0.3775,-0.9965,0.8728,-0.7234,1.1133,0.9547,-0.5162,-0.3668,False,False,False,below_price_spike_threshold
Nepal,NPL,3913,Martadi,Province No. 7,BAJURA,29.43,81.5,2022-01,Rice (coarse),KG,45.0,45.0,0.0,-5.268,0.3311,-0.934,0.8198,-1.0589,1.4462,0.7641,-0.5456,-0.4,False,False,False,below_price_spike_threshold
Nepal,NPL,3836,Narayanghat,Province No. 3,CHITAWAN,27.65,84.39,2022-01,Rice (coarse),KG,45.0,45.0,0.0,-5.268,0.0121,-1.0574,1.9697,-0.3268,1.1148,0.5714,0.5644,-1.1805,False,False,False,below_price_spike_threshold
Nepal,NPL,3869,Phidim,Province No. 1,PANCHTHAR,27.12,87.8,2022-01,Rice (coarse),KG,44.0,80.0,-59.7837,-25.9016,0.5523,-0.4929,2.0866,-0.0858,1.604,0.6748,0.6256,-0.7773,False,False,False,below_price_spike_threshold
Nepal,NPL,3837,Baglung,Province No. 4,BAGLUNG,28.25,83.6,2022-02,Rice (coarse),KG,60.0,54.0,10.5361,0.0,0.7888,-1.6174,-0.144,-1.0113,-0.8036,0.2205,1.78,-0.9889,False,False,False,below_price_spike_threshold
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2022-02,Rice (coarse),KG,41.0,42.0,-2.4098,-11.1274,0.6362,-1.7885,0.2761,-1.11,-1.0178,-1.7139,2.03,-1.2878,False,False,False,below_price_spike_threshold
Nepal,NPL,646,Biratnagar,Province No. 1,MORANG,26.45,87.28,2022-02,Rice (coarse),KG,42.0,42.0,0.0,-6.6766,1.2395,-1.8869,0.7273,-0.731,-0.2999,-2.0013,1.3187,-1.5172,False,False,False,below_price_spike_threshold
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2022-02,Rice (coarse),KG,50.0,70.0,-33.6472,-13.8816,1.1422,-1.7758,0.1213,-1.202,-0.5006,-1.5181,1.875,-1.2042,False,False,False,below_price_spike_threshold
Nepal,NPL,647,Dhankuta,Province No. 1,DHANKUTA,26.98,87.33,2022-02,Rice (coarse),KG,42.0,44.0,-4.652,-4.652,0.8512,-1.9382,0.5523,-0.4929,-0.365,-1.9419,1.3562,-1.594,False,False,False,below_price_spike_threshold
Nepal,NPL,3852,Gamgadhi,Province No. 6,MUGU,29.53,82.17,2022-02,Rice (coarse),KG,60.0,55.0,8.7011,-7.7075,0.3974,-1.5277,0.0435,-0.8844,-0.745,-1.0567,0.0356,-0.0707,False,False,False,below_price_spike_threshold
Nepal,NPL,3878,Janakpurdham,Province No. 2,DHANUSHA,26.73,85.94,2022-02,Rice (coarse),KG,50.0,45.0,10.5361,-2.9134,1.6106,-1.7558,0.4955,-0.8564,-0.427,-1.7281,1.3602,-1.3477,False,False,False,below_price_spike_threshold
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2022-02,Rice (coarse),KG,48.0,60.0,-22.3144,-20.6336,1.252,-1.8595,-0.0997,-0.9162,-0.43,-1.7744,1.5701,-1.4069,False,False,False,below_price_spike_threshold
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2022-02,Rice (coarse),KG,43.0,43.0,0.0,-8.6906,0.1427,-1.5832,0.3775,-0.9965,-0.7344,-1.1303,0.3568,-0.8737,False,False,False,below_price_spike_threshold
Nepal,NPL,3913,Martadi,Province No. 7,BAJURA,29.43,81.5,2022-02,Rice (coarse),KG,45.0,45.0,0.0,-5.268,-0.0924,-1.4941,0.3311,-0.934,-0.6786,-1.1329,0.0535,-0.3126,False,False,False,below_price_spike_threshold
Nepal,NPL,3836,Narayanghat,Province No. 3,CHITAWAN,27.65,84.39,2022-02,Rice (coarse),KG,47.0,45.0,4.3485,-6.9418,0.8183,-1.7981,0.0121,-1.0574,-0.4962,-1.5411,1.9342,-1.1965,False,False,False,below_price_spike_threshold
Nepal,NPL,3869,Phidim,Province No. 1,PANCHTHAR,27.12,87.8,2022-02,Rice (coarse),KG,45.0,42.0,6.8993,-7.2291,0.8512,-1.9382,0.5523,-0.4929,-0.365,-1.9419,1.3562,-1.594,False,False,False,below_price_spike_threshold
Nepal,NPL,3837,Baglung,Province No. 4,BAGLUNG,28.25,83.6,2022-03,Rice (coarse),KG,62.0,50.0,21.5111,0.0,-1.1521,1.5052,0.7888,-1.6174,1.9164,-0.8894,0.5857,-0.5411,True,False,False,non_dry_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2022-03,Rice (coarse),KG,42.0,42.0,0.0,-7.8531,-1.0578,0.7997,0.6362,-1.7885,2.0446,-0.2319,-0.1736,-0.1904,False,False,False,below_price_spike_threshold
Nepal,NPL,646,Biratnagar,Province No. 1,MORANG,26.45,87.28,2022-03,Rice (coarse),KG,44.0,42.0,4.652,-2.2226,-0.839,1.1649,1.2395,-1.8869,1.7798,-0.3884,-1.1797,-0.5159,False,False,False,below_price_spike_threshold
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2022-03,Rice (coarse),KG,50.0,40.0,22.3144,0.0,-1.1127,0.8318,1.1422,-1.7758,1.6779,-0.3135,-0.6678,-0.4563,True,False,False,non_dry_price_spike
Nepal,NPL,647,Dhankuta,Province No. 1,DHANKUTA,26.98,87.33,2022-03,Rice (coarse),KG,45.0,44.0,2.2473,0.0,-0.7383,1.5921,0.8512,-1.9382,2.0866,-0.0858,-1.0062,-0.4602,False,False,False,below_price_spike_threshold
Nepal,NPL,3852,Gamgadhi,Province No. 6,MUGU,29.53,82.17,2022-03,Rice (coarse),KG,65.0,55.0,16.7054,-2.256,-1.6223,1.5854,0.3974,-1.5277,1.6299,-0.953,0.4282,-0.5497,False,False,False,below_price_spike_threshold
Nepal,NPL,3878,Janakpurdham,Province No. 2,DHANUSHA,26.73,85.94,2022-03,Rice (coarse),KG,50.0,40.0,22.3144,-1.961,-0.7638,0.8939,1.6106,-1.7558,1.4896,-0.4847,-1.4208,-0.9754,True,False,False,non_dry_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2022-03,Rice (coarse),KG,45.0,60.0,-28.7682,-28.7682,-0.5676,1.6708,1.252,-1.8595,2.0432,-0.1909,-0.413,-0.1626,False,False,False,below_price_spike_threshold
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2022-03,Rice (coarse),KG,43.0,43.0,0.0,-8.6906,-1.3114,0.9899,0.1427,-1.5832,0.8728,-0.7234,-0.3665,-0.492,False,False,False,below_price_spike_threshold
Nepal,NPL,3913,Martadi,Province No. 7,BAJURA,29.43,81.5,2022-03,Rice (coarse),KG,45.0,45.0,0.0,-5.268,-1.3964,1.3225,-0.0924,-1.4941,0.8198,-1.0589,-0.3917,-0.4731,False,False,False,below_price_spike_threshold
Nepal,NPL,3836,Narayanghat,Province No. 3,CHITAWAN,27.65,84.39,2022-03,Rice (coarse),KG,46.0,44.0,4.4452,-6.1301,-1.2613,1.0055,0.8183,-1.7981,1.9697,-0.3268,-0.0632,0.1861,False,False,False,below_price_spike_threshold
Nepal,NPL,3869,Phidim,Province No. 1,PANCHTHAR,27.12,87.8,2022-03,Rice (coarse),KG,50.0,42.0,17.4353,0.0,-0.7383,1.5921,0.8512,-1.9382,2.0866,-0.0858,-1.0062,-0.4602,False,False,False,below_price_spike_threshold
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2022-04,Rice (coarse),KG,42.0,42.0,0.0,0.0,-0.4563,0.8561,-1.0578,0.7997,0.2761,-1.11,1.2844,0.4579,False,True,False,below_price_spike_threshold
Nepal,NPL,646,Biratnagar,Province No. 1,MORANG,26.45,87.28,2022-04,Rice (coarse),KG,45.0,46.0,-2.1979,-1.0989,0.023,0.3431,-0.839,1.1649,0.7273,-0.731,1.5997,0.161,False,False,False,below_price_spike_threshold
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2022-04,Rice (coarse),KG,55.0,45.0,20.0671,4.7655,-0.0831,0.9119,-1.1127,0.8318,0.1213,-1.202,0.828,0.1506,True,True,True,dry_aligned_price_spike
Nepal,NPL,647,Dhankuta,Province No. 1,DHANKUTA,26.98,87.33,2022-04,Rice (coarse),KG,46.0,48.0,-4.256,-4.256,0.5794,0.4932,-0.7383,1.5921,0.5523,-0.4929,1.604,0.6748,False,False,False,below_price_spike_threshold
Nepal,NPL,3852,Gamgadhi,Province No. 6,MUGU,29.53,82.17,2022-04,Rice (coarse),KG,65.0,55.0,16.7054,0.0,-0.8796,1.6126,-1.6223,1.5854,0.0435,-0.8844,1.1252,0.5965,False,True,False,below_price_spike_threshold
Nepal,NPL,3878,Janakpurdham,Province No. 2,DHANUSHA,26.73,85.94,2022-04,Rice (coarse),KG,55.0,45.0,20.0671,0.0,-0.4634,0.5221,-0.7638,0.8939,0.4955,-0.8564,1.498,-0.1799,True,False,False,non_dry_price_spike
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2022-04,Rice (coarse),KG,50.0,60.0,-18.2322,-18.2322,-0.3905,1.2339,-0.5676,1.6708,-0.0997,-0.9162,0.9064,1.0221,False,False,False,below_price_spike_threshold
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2022-04,Rice (coarse),KG,44.0,43.0,2.299,-8.7011,-0.6847,1.5009,-1.3114,0.9899,0.3775,-0.9965,1.1133,0.9547,False,True,False,below_price_spike_threshold
Nepal,NPL,3913,Martadi,Province No. 7,BAJURA,29.43,81.5,2022-04,Rice (coarse),KG,45.0,45.0,0.0,-8.5158,-0.6025,1.5944,-1.3964,1.3225,0.3311,-0.934,1.4462,0.7641,False,True,False,below_price_spike_threshold
Nepal,NPL,3836,Narayanghat,Province No. 3,CHITAWAN,27.65,84.39,2022-04,Rice (coarse),KG,50.0,45.0,10.5361,-3.9221,-0.0177,0.8983,-1.2613,1.0055,0.0121,-1.0574,1.1148,0.5714,False,True,False,below_price_spike_threshold
Nepal,NPL,3869,Phidim,Province No. 1,PANCHTHAR,27.12,87.8,2022-04,Rice (coarse),KG,50.0,44.0,12.7833,0.0,0.5794,0.4932,-0.7383,1.5921,0.5523,-0.4929,1.604,0.6748,False,False,False,below_price_spike_threshold
Nepal,NPL,3837,Baglung,Province No. 4,BAGLUNG,28.25,83.6,2022-05,Rice (coarse),KG,64.0,50.0,24.686,15.155,-0.0697,0.1308,0.0126,1.4319,0.7888,-1.6174,-0.8036,0.2205,True,False,False,non_dry_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2022-05,Rice (coarse),KG,43.0,44.0,-2.299,-2.299,-0.3485,0.4704,-0.4563,0.8561,0.6362,-1.7885,-1.0178,-1.7139,False,False,False,below_price_spike_threshold
Nepal,NPL,646,Biratnagar,Province No. 1,MORANG,26.45,87.28,2022-05,Rice (coarse),KG,43.0,48.0,-11.0001,-6.7441,0.3249,0.0117,0.023,0.3431,1.2395,-1.8869,-0.2999,-2.0013,False,False,False,below_price_spike_threshold
Nepal,NPL,3874,Birgunj,Province No. 2,PARSA,27.08,84.9,2022-05,Rice (coarse),KG,55.0,50.0,9.531,0.0,0.4278,-0.3038,-0.0831,0.9119,1.1422,-1.7758,-0.5006,-1.5181,False,False,False,below_price_spike_threshold
Nepal,NPL,647,Dhankuta,Province No. 1,DHANKUTA,26.98,87.33,2022-05,Rice (coarse),KG,46.0,46.0,0.0,0.0,-0.0734,0.0872,0.5794,0.4932,0.8512,-1.9382,-0.365,-1.9419,False,False,False,below_price_spike_threshold
Nepal,NPL,3852,Gamgadhi,Province No. 6,MUGU,29.53,82.17,2022-05,Rice (coarse),KG,65.0,55.0,16.7054,0.0,-0.0208,0.0293,-0.8796,1.6126,0.3974,-1.5277,-0.745,-1.0567,False,False,False,below_price_spike_threshold
Nepal,NPL,3878,Janakpurdham,Province No. 2,DHANUSHA,26.73,85.94,2022-05,Rice (coarse),KG,53.0,50.0,5.8269,0.0,0.6167,-0.3008,-0.4634,0.5221,1.6106,-1.7558,-0.427,-1.7281,False,False,False,below_price_spike_threshold
Nepal,NPL,652,Kathmandu,Province No. 3,KATHMANDU,27.72,85.32,2022-05,Rice (coarse),KG,50.0,44.0,12.7833,0.0,0.9569,-0.4524,-0.3905,1.2339,1.252,-1.8595,-0.43,-1.7744,False,False,False,below_price_spike_threshold
Nepal,NPL,3912,Mangalsen,Province No. 7,ACHHAM,29.1,81.23,2022-05,Rice (coarse),KG,45.0,48.0,-6.4539,-6.4539,-0.1038,0.1014,-0.6847,1.5009,0.1427,-1.5832,-0.7344,-1.1303,False,False,False,below_price_spike_threshold
Nepal,NPL,3913,Martadi,Province No. 7,BAJURA,29.43,81.5,2022-05,Rice (coarse),KG,45.0,50.0,-10.5361,-10.5361,-0.2795,0.0672,-0.6025,1.5944,-0.0924,-1.4941,-0.6786,-1.1329,False,False,False,below_price_spike_threshold
Nepal,NPL,3836,Narayanghat,Province No. 3,CHITAWAN,27.65,84.39,2022-05,Rice (coarse),KG,50.0,45.0,10.5361,-9.531,-0.0092,0.039,-0.0177,0.8983,0.8183,-1.7981,-0.4962,-1.5411,False,False,False,below_price_spike_threshold
Nepal,NPL,3869,Phidim,Province No. 1,PANCHTHAR,27.12,87.8,2022-05,Rice (coarse),KG,50.0,48.0,4.0822,0.0,-0.0734,0.0872,0.5794,0.4932,0.8512,-1.9382,-0.365,-1.9419,False,False,False,below_price_spike_threshold
Nepal,NPL,3837,Baglung,Province No. 4,BAGLUNG,28.25,83.6,2022-06,Rice (coarse),KG,65.0,53.0,20.4095,16.7054,0.0434,-0.8879,-0.0697,0.1308,-1.1521,1.5052,1.9164,-0.8894,True,False,False,non_dry_price_spike
Nepal,NPL,3887,Bhairahawa,Province No. 5,RUPANDEHI,27.5,83.44,2022-06,Rice (coarse),KG,45.0,42.0,6.8993,0.0,-0.3194,-0.1056,-0.3485,0.4704,-1.0578,0.7997,2.0446,-0.2319,False,False,False,below_price_spike_threshold
Nepal,NPL,646,Biratnagar,Province No. 1,MORANG,26.45,87.28,2022-06,Rice (coarse),KG,45.0,48.0,-6.4539,-2.1979,1.7316,-0.9719,0.3249,0.0117,-0.839,1.1649,1.7798,-0.3884,False,False,False,below_price_spike_threshold
