id,code,name,facility_type_name,facility_function_name,facility_level_name,facility_healthcare_level_name,is_active,is_private,division_name,district_name,city_corporation_name,upazila_name,division_code,district_code,city_corporation_code,upazila_code,latitude,longitude,has_valid_coordinate,catchment_count,is_principal_tier,is_clinical_tier,approved_bed_number,has_emergency,has_opd,has_ipd,has_pharmacy,has_pathology,has_ambulance
23563,10023975,"union health & family welfare centre (UH & FWC),Danuyakhal,Sadar,Adarsha,commila",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Chattogram,Cumilla,Upazilas of Cumilla,Muradnagar,20,19,00,81,,,0,1,0,1,,0,0,0,0,0,0
23564,10023976,"Union Health & Family Welfary  Center, (UH&FWC) Jahurpur, Bagherpara, Jessore",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Khulna,Jashore,Upazilas of Jashore,Bagherpara,40,41,00,09,,,0,1,0,1,,0,1,0,1,0,0
23565,10023977,"UNION HEALTH & FAMILY WELFARE CENTER (UH&FWC) RAJOI, BHALUKA, MYMENSINGH",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Mymensingh,Mymensingh,,Bhaluka,45,61,,13,,,0,1,0,1,,0,1,0,1,0,0
23566,10023978,"Union Health & family Wellfare Centre , Gala , Harirampur , Manikganj.",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Dhaka,Manikganj,Upazilas of Manikganj,Harirampur,30,56,00,28,,,0,1,0,1,0,0,0,0,0,0,0
23567,10023979,"union health & family welfare centre (UH & FWC),pouctubi,Sadar,Adarsha,commila",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Chattogram,Cumilla,Cumilla City Corporation,Cumilla Adarsha Sadar,20,19,50,67,,,0,1,0,1,,0,0,0,0,0,0
23568,10023980,"Union Health & Family Wellfare Centre , Chala , Harirampur , manikganj.",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Dhaka,Manikganj,Upazilas of Manikganj,Harirampur,30,56,00,28,,,0,1,0,1,0,0,0,0,0,0,0
23569,10023981,"union health & family welfare centre (UH & FWC),goliara,Sadar,Adarsha,commila",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Chattogram,Cumilla,Cumilla City Corporation,Cumilla Sadar Dakshin,20,19,50,33,,,0,1,0,1,,0,0,0,0,0,0
23570,10023982,"Union Health & Family Wellfare Centre (UH & FWC), Bolora , harirampur, Manikganj.",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Dhaka,Manikganj,Upazilas of Manikganj,Harirampur,30,56,00,28,,,0,1,0,1,0,0,0,0,0,0,0
23571,10023983,"Union Health & Family Wealfary cater, (UH&FWC) Bandobila, Bagherpara, Jossore,",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Khulna,Jashore,Upazilas of Jashore,Bagherpara,40,41,00,09,23,89,1,1,0,1,,0,1,0,1,0,0
23572,10023984,"union health & family welfare centre (UH & FWC),chowara,Sadar south,commila",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Chattogram,Cumilla,Cumilla City Corporation,Cumilla Sadar Dakshin,20,19,50,33,,,0,1,0,1,,0,0,0,1,0,0
23573,10023985,"Union Health & Family Wellfare Centre (UH & FWC), Gopinathpur, harirampur, manikganj.",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Dhaka,Manikganj,Upazilas of Manikganj,Harirampur,30,56,00,28,,,0,1,0,1,0,0,0,0,0,0,0
23574,10023986,"union health & family welfare centre (UH & FWC),bijoypur,Sadar south,commila",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Chattogram,Cumilla,Cumilla City Corporation,Cumilla Sadar Dakshin,20,19,50,33,,,0,1,0,1,,0,0,0,1,0,0
23575,10023987,"Union Health & Family Wellfare Centre (UH & FWC) , Azimnagar , Harirampur , Manikganj.",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Dhaka,Manikganj,Upazilas of Manikganj,Harirampur,30,56,00,28,,,0,1,0,1,0,0,0,0,0,0,0
23576,10023988,"Union Health & Family Wellfare Centre (UH & FWC) , Baghutiya , Daulatpur , manikganj.",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Dhaka,Manikganj,Upazilas of Manikganj,Daulatpur,30,56,00,10,,,0,1,0,1,2,0,0,0,0,0,0
23577,10023989,"Union Health & Family Wealfare Center, (UH&FWC) Roypur, Bagherpara, Jessore,",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Khulna,Jashore,Upazilas of Jashore,Bagherpara,40,41,00,09,23,89,1,1,0,1,,1,1,0,1,0,0
23578,10023990,Upazila Family Planning Office,Upazila Level Office,Other/Not elsewhere classified,Upazila,,1,0,Chattogram,Bandarban,Upazilas of Bandarban,Bandarban Sadar,20,03,00,14,,,0,1,0,0,,0,0,0,0,0,0
23579,10023991,"Union Health & Family Wellfsre Centre (UH & FWC) , Khalsi , Daulatpur , Manikganj.",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Dhaka,Manikganj,Upazilas of Manikganj,Daulatpur,30,56,00,10,,,0,1,0,1,0,0,0,0,0,0,0
23580,10023992,"Union Health & Wellfare Centre (UH & FWC) , Dhamshwar , Daulatpur , Manikganjk.",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Dhaka,Manikganj,Upazilas of Manikganj,Daulatpur,30,56,00,10,,,0,1,0,1,0,0,0,0,0,0,0
23581,10023993,Upazila Family Planning Office,Upazila Level Office,,Upazila,Primary,1,0,Chattogram,Bandarban,Upazilas of Bandarban,Lama,20,03,00,51,,,0,1,0,0,,0,0,0,0,0,0
23582,10023994,"Upazila Family Planning Office , Daulatpur , Manikganj.",Upazila Level Office,Administrative,Upazila,Primary,1,0,Dhaka,Manikganj,Upazilas of Manikganj,Daulatpur,30,56,00,10,,,0,1,0,0,0,0,0,0,0,0,0
23583,10023995,"Union Health & family Wellfare Centre (UH & FWC) , Arua , Shibalaya , Manikganj.",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Dhaka,Manikganj,Upazilas of Manikganj,Shibalaya,30,56,00,78,,,0,1,0,1,2,1,1,1,1,1,1
23584,10023996,"Mother & Child Wellfare Clinic (MCWC), Maluchi , Shibalaya , Manikganj.",Maternal & Child Welfare Centre (MCWC),Hospital/Clinic,Union,Primary,1,0,Dhaka,Manikganj,Upazilas of Manikganj,Shibalaya,30,56,00,78,,,0,1,0,1,8,0,1,0,0,0,0
23585,10023997,"Union Health & Family Welfare Centre (UH&FWC), Bhaibonchhara, Sadar, Khagrachhari",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Chattogram,Khagrachari,Upazilas of Khagrachhari,Khagrachari Sadar,20,46,00,49,,,0,1,0,1,3,0,0,0,1,0,0
23586,10023998,"Union Health & Family Welfare Centre (UH&FWC), Guimara, Matiranga, Khagrachhari",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Chattogram,Khagrachari,Upazilas of Khagrachhari,Matiranga,20,46,00,70,,,0,1,0,1,2,0,0,0,1,0,0
23587,10023999,"Union Health & Family Welfare Centre (UH&FWC), Bormal, Matiranga, Khagrachhari",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Chattogram,Khagrachari,Upazilas of Khagrachhari,Matiranga,20,46,00,70,,,0,1,0,1,2,0,0,0,1,0,0
23588,10024000,"Union Health & Family Welfare Centre (UH&FWC), Alutila, Matiranga, Khagrachhari",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Chattogram,Khagrachari,Upazilas of Khagrachhari,Matiranga,20,46,00,70,,,0,1,0,1,,0,0,0,1,0,0
23589,10024001,"Upazila Family Planning Office, Sadar, Kurigram",Upazila Level Office,Academic,Upazila,Primary,1,0,Rangpur,Kurigram,Upazilas of Kurigram,Kurigram Sadar,55,49,00,52,,,0,1,0,0,,0,0,0,0,0,0
23590,10024002,"Union Health & Family Welfare Centre (UH&FWC), Gomuti, Matiranga, Khagrachhari",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Not Applicable,1,0,Chattogram,Khagrachari,Upazilas of Khagrachhari,Matiranga,20,46,00,70,,,0,1,0,1,2,0,0,0,1,0,0
23591,10024003,"Union Health & Family Wellfare Centre (UH & FWC) , Shimulia , Shibalaya , Manikganj.",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Dhaka,Manikganj,Upazilas of Manikganj,Shibalaya,30,56,00,78,,,0,1,0,1,2,0,1,0,0,0,0
23592,10024004,"Upazilla Family Planning Office, Matiranga, Khagrachhari",Upazila Level Office,Administrative,Upazila,Primary,1,0,Chattogram,Khagrachari,Upazilas of Khagrachhari,Matiranga,20,46,00,70,,,0,1,0,0,,0,0,0,0,0,0
23593,10024005,"District Family Planning Office, Pirojpur",Family Planning Clinic,Administrative,District,Tertiary,1,0,Barishal,Pirojpur,Upazilas of Pirojpur,Pirojpur Sadar,10,79,00,80,,,0,1,1,1,,0,0,0,0,0,0
23594,10024006,"UPAZILA FAMILY PLANNING OFFICE NAKLA, SHERPUR",Upazila Level Office,Administrative,Upazila,Primary,1,0,Mymensingh,Sherpur,,Nakla,45,89,,67,,,0,1,0,0,,0,0,0,0,0,0
23595,10024007,"Union Health & Family Welfare center, (UH&FWC), Narikelbaria, Bagherpara, Jessore",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Khulna,Jashore,Upazilas of Jashore,Bagherpara,40,41,00,09,,,0,1,0,1,,0,1,0,1,0,0
23596,10024008,"UNION HEALTH & FAMILY WELFARE CENTER (UH&FWC) GONOPODDI, NAKLA, SHERPUR",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Mymensingh,Sherpur,,Nakla,45,89,,67,,,0,1,0,1,,0,0,0,1,0,0
23597,10024009,"Union Health & Family Welfare Center(UH&FWC), Jatrapur, Kurigram Sadar, Kurigram",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Kurigram,Upazilas of Kurigram,Kurigram Sadar,55,49,00,52,,,0,1,0,1,2,0,0,0,1,0,0
23598,10024010,"Union Health & Family Wellfare Centre (UH & FWC) , Tawta , Shibalaya ,Manikganj.",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Dhaka,Manikganj,Upazilas of Manikganj,Shibalaya,30,56,00,78,,,0,1,0,1,2,0,1,0,0,0,0
23599,10024011,"UNION HEALTH & FAMILY WELFARE CENTER (UH&FWC) NAKLA, NAKLA, SHERPUR",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Mymensingh,Sherpur,,Nakla,45,89,,67,,,0,1,0,1,,0,0,0,1,0,0
23600,10024012,"Union Health & Family Welfare Center(UH&FWc),Mogalbasha, Kurigram Sadar, Kurigram",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Kurigram,Upazilas of Kurigram,Kurigram Sadar,55,49,00,52,,,0,1,0,1,2,0,0,0,1,0,0
23601,10024013,"Union Health & Family Welfear center, (UH&FWC), Dhalgram, Bagherpara, Jessore.",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Khulna,Jashore,Upazilas of Jashore,Bagherpara,40,41,00,09,23,89,1,1,0,1,,0,1,0,1,0,0
23602,10024014,"Union Health & Family Welfare Center(UH&FWc),Belgachha, Kurigram Sadar, Kurigram",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Kurigram,Upazilas of Kurigram,Kurigram Sadar,55,49,00,52,,,0,1,0,1,2,0,0,0,1,0,0
23603,10024015,"UNION HEALTH & FAMILY WELFARE CENTER (UH&FWC) URPHA, NAKLA, SHERPUR",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Mymensingh,Sherpur,,Nakla,45,89,,67,,,0,1,0,1,,0,0,0,1,0,0
23604,10024016,"Union Health & Family Wellfare Centre (UH & FWC), Ulail , Shibalaya, Manikganj.",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Dhaka,Manikganj,Upazilas of Manikganj,Shibalaya,30,56,00,78,,,0,1,0,1,2,0,1,0,0,0,0
23605,10024017,"Union Health & Family Welfare Center(UH&FWc),Ghogadaha, Kurigram Sadar, Kurigram",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Kurigram,Upazilas of Kurigram,Kurigram Sadar,55,49,00,52,,,0,1,0,1,2,0,0,0,1,0,0
23606,10024018,"UNION HEALTH & FAMILY WELFARE CENTER (UH&FWC) GOURDWER, NAKLA, SHERPUR",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Mymensingh,Sherpur,,Nakla,45,89,,67,,,0,1,0,1,,0,0,0,1,0,0
23607,10024019,"Union Health & Family Welfare Center(UH&FWc),Bhogdanga, Kurigram Sadar, Kurigram",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Kurigram,Upazilas of Kurigram,Kurigram Sadar,55,49,00,52,,,0,1,0,1,,0,0,0,1,0,0
23608,10024020,"Upazila Family Planning Office , Shibalaya , Manikganj.",Upazila Level Office,Administrative,Upazila,Primary,1,0,Dhaka,Manikganj,Upazilas of Manikganj,Shibalaya,30,56,00,78,,,0,1,0,0,6,0,1,0,0,0,0
23609,10024021,"UNION HEALTH & FAMILY WELFARE CENTER (UH&FWC) BANESAWRDI, NAKLA, SHERPUR",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Mymensingh,Sherpur,,Nakla,45,89,,67,,,0,1,0,1,,0,0,0,1,0,0
23610,10024022,"Union Health & Family Welfare Center(UH&FWc),Kanthalbari, Kurigram Sadar, Kurigram",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Kurigram,Upazilas of Kurigram,Kurigram Sadar,55,49,00,52,,,0,1,0,1,2,0,0,0,1,0,0
23611,10024023,"Union Health & Family Welfaer Center, (UH&FWC), Bohakula,Bagherpara, Jessore",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Khulna,Jashore,Upazilas of Jashore,Bagherpara,40,41,00,09,23,89,1,1,0,1,,0,1,0,1,0,0
23612,10024024,"Union Health & Family Welfare Center (UH&FWC), Gazalia Lama",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Chattogram,Bandarban,Upazilas of Bandarban,Lama,20,03,00,51,,,0,1,0,1,,0,0,0,1,0,0
23613,10024025,"UNION HEALTH & FAMILY WELFARE CENTER (UH&FWC) PATHAKATA, NAKLA, SHERPUR",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Mymensingh,Sherpur,,Nakla,45,89,,67,,,0,1,0,1,,0,0,0,1,0,0
23614,10024026,"UNION HEALTH & FAMILY WELFARE CENTER (UH&FWC) TALKI, NAKLA, SHERPUR",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Mymensingh,Sherpur,,Nakla,45,89,,67,,,0,1,0,1,,0,0,0,1,0,0
23615,10024027,"Union Health & Family Wealfary Center, (UH&FWC), Basuari, Bagherpara, Jessore",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Khulna,Jashore,Upazilas of Jashore,Bagherpara,40,41,00,09,23,89,1,1,0,1,,0,1,0,1,0,0
23616,10024028,"UNION HEALTH & FAMILY WELFARE CENTER (UH&FWC) CHARASTODOR, NAKLA, SHERPUR",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Mymensingh,Sherpur,,Nakla,45,89,,67,,,0,1,0,1,,0,0,0,1,0,0
23617,10024029,"Sadar Clinic, Sadar, Lama",Family Planning Clinic,Hospital/Clinic,Upazila,Tertiary,1,0,Chattogram,Bandarban,Upazilas of Bandarban,Lama,20,03,00,51,,,0,1,1,1,,0,0,0,0,0,0
23618,10024030,"Union Health & Family Welfare Centre, Shikdermollik,Pirojpur",Union Health & Family Welfare Center (UH&FWC),Administrative,Union,Primary,1,0,Barishal,Pirojpur,Upazilas of Pirojpur,Pirojpur Sadar,10,79,00,80,,,0,1,0,1,,0,0,0,0,0,0
23619,10024031,"UPAZILA FAMILY PLANNING OFFICE JHENAIGATI, SHERPUR",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Upazila,Primary,1,0,Mymensingh,Sherpur,,Jhenaigati,45,89,,37,,,0,1,0,1,,0,0,0,0,0,0
23620,10024032,"UNION HEALTH & FAMILY WELFARE CENTER (UH&FWC) KANGSHA, JHENAIGATI, SHERPUR",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Mymensingh,Sherpur,,Jhenaigati,45,89,,37,,,0,1,0,1,,0,0,0,1,0,0
23621,10024033,"UNION HEALTH & FAMILY WELFARE CENTER (UH&FWC) DHANSHIL, JHENAIGATI, SHERPUR",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Mymensingh,Sherpur,,Jhenaigati,45,89,,37,,,0,1,0,1,,0,0,0,1,0,0
23622,10024034,"UNION HEALTH & FAMILY WELFARE CENTER (UH&FWC) NULKURA, JHENAIGATI, SHERPUR",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Mymensingh,Sherpur,,Jhenaigati,45,89,,37,,,0,1,0,1,,0,0,0,1,0,0
23623,10024035,"UNION HEALTH & FAMILY WELFARE CENTER (UH&FWC) GOURIPUR, JHENAIGATI, SHERPUR",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Mymensingh,Sherpur,,Jhenaigati,45,89,,37,,,0,1,0,1,,0,0,0,1,0,0
23624,10024036,"Union Health & Family Welfare Centre, Kadamtala, Pirojpur",Union Health & Family Welfare Center (UH&FWC),Administrative,Union,Primary,1,0,Barishal,Pirojpur,Upazilas of Pirojpur,Pirojpur Sadar,10,79,00,80,,,0,1,0,1,,0,0,0,0,0,0
23625,10024037,"Union Health & Family Welfare Center(UH&FWC), Ruhea, Thakurgaon Sadar, Thakurgaon",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Thakurgaon,Upazilas of Thakurgaon,Thakurgaon Sadar,55,94,00,94,,,0,1,0,1,2,0,0,0,1,0,0
23626,10024038,"Union Health & Family Welfare Center(UH&FWC), Akhanagar, Thakurgaon Sadar, Thakurgaon",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Thakurgaon,Upazilas of Thakurgaon,Thakurgaon Sadar,55,94,00,94,,,0,1,0,1,2,0,0,0,1,0,0
23627,10024039,"Union Health & Family Welfare Center(UH&FWC),Akcha , Thakurgaon Sadar, Thakurgaon",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Thakurgaon,Upazilas of Thakurgaon,Thakurgaon Sadar,55,94,00,94,,,0,1,0,1,,0,0,0,1,0,0
23628,10024040,"Union Health & Family Welfare Center(UH&FWC),Baragaon , Thakurgaon Sadar, Thakurgaon",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Thakurgaon,Upazilas of Thakurgaon,Thakurgaon Sadar,55,94,00,94,,,0,1,0,1,,0,0,0,1,0,0
23629,10024041,"Union Health & Family Welfare Center (UH&FWC), Fashiakhali, Lama",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Chattogram,Bandarban,Upazilas of Bandarban,Lama,20,03,00,51,,,0,1,0,1,,0,0,0,0,0,0
23630,10024042,"Union Health & Family Welfare Center(UH&FWC),chilarang , Thakurgaon Sadar, Thakurgaon",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Thakurgaon,Upazilas of Thakurgaon,Thakurgaon Sadar,55,94,00,94,,,0,1,0,1,,0,0,0,1,0,0
23631,10024043,"Union Health & Family Welfare Centre,Durgapur, Pirojpur",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Barishal,Pirojpur,Upazilas of Pirojpur,Pirojpur Sadar,10,79,00,80,,,0,1,0,1,,0,0,0,1,0,0
23632,10024044,"Union Health & Family Welfare Center(UH&FWC),Roypur , Thakurgaon Sadar, Thakurgaon",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Thakurgaon,Upazilas of Thakurgaon,Thakurgaon Sadar,55,94,00,94,,,0,1,0,1,,0,0,0,1,0,0
23633,10024045,"Union Health & Family Welfare Center (UH&FWC), Aziznagar, Lama",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Chattogram,Bandarban,Upazilas of Bandarban,Lama,20,03,00,51,,,0,1,0,1,,0,0,0,0,0,0
23634,10024046,"Union Health & Family Welfare Center(UH&FWC),Jamalpur , Thakurgaon Sadar, Thakurgaon",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Thakurgaon,Upazilas of Thakurgaon,Thakurgaon Sadar,55,94,00,94,,,0,1,0,1,,0,0,0,1,0,0
23635,10024047,"Union Health & Family Welfare Center(UH&FWC),Mohammadpur , Thakurgaon Sadar, Thakurgaon",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Thakurgaon,Upazilas of Thakurgaon,Thakurgaon Sadar,55,94,00,94,,,0,1,0,1,,0,0,0,1,0,0
23636,10024048,"Union Health & Family Welfare Center (UH&FWC), Faitong, Lama",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Chattogram,Bandarban,Upazilas of Bandarban,Lama,20,03,00,51,,,0,1,0,1,,0,0,0,1,0,0
23637,10024049,"Union Health & Family Welfare Center(UH&FWC),Gareya , Thakurgaon Sadar, Thakurgaon",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Thakurgaon,Upazilas of Thakurgaon,Thakurgaon Sadar,55,94,00,94,,,0,1,0,1,,0,0,0,1,0,0
23638,10024050,"Union Health & Family Welfare Center (UH&FWC), Soroy, Lama",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Chattogram,Bandarban,Upazilas of Bandarban,Lama,20,03,00,51,,,0,1,0,1,,0,0,0,0,0,0
23639,10024051,"Union Health & Family Welfare Center(UH&FWC),Nargun , Thakurgaon Sadar, Thakurgaon",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,National,Primary,1,0,Rangpur,Thakurgaon,Upazilas of Thakurgaon,Thakurgaon Sadar,55,94,00,94,,,0,1,0,1,,0,0,1,1,0,0
23640,10024052,"Union Health & Family Welfare Center (UH&FWC), Ruposhipara, Lama",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Chattogram,Bandarban,Upazilas of Bandarban,Lama,20,03,00,51,,,0,1,0,1,,0,0,0,1,0,0
23641,10024053,"Union Health & Family Welfare Center(UH&FWC),Sukhanpukhari , Thakurgaon Sadar, Thakurgaon",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Thakurgaon,Upazilas of Thakurgaon,Thakurgaon Sadar,55,94,00,94,,,0,1,0,1,,0,0,0,1,0,0
23642,10024054,"Union Health & Family Welfare Center(UH&FWC),Begunbari , Thakurgaon Sadar, Thakurgaon",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Thakurgaon,Upazilas of Thakurgaon,Thakurgaon Sadar,55,94,00,94,,,0,1,0,1,,0,0,0,1,0,0
23643,10024055,"Union Health & Family Welfare Center(UH&FWC),Auliapur  , Thakurgaon Sadar, Thakurgaon",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Thakurgaon,Upazilas of Thakurgaon,Thakurgaon Sadar,55,94,00,94,,,0,1,0,1,,0,0,0,1,0,0
23644,10024056,"Union Health & Family Welfare Center(UH&FWC),Rahimanpur , Thakurgaon Sadar, Thakurgaon",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Thakurgaon,Upazilas of Thakurgaon,Thakurgaon Sadar,55,94,00,94,,,0,1,0,1,,0,0,0,1,0,0
23645,10024057,"Union Health & Family Welfare Center(UH&FWC),Salander , Thakurgaon Sadar, Thakurgaon",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Thakurgaon,Upazilas of Thakurgaon,Thakurgaon Sadar,55,94,00,94,,,0,1,0,1,,0,0,0,1,0,0
23646,10024058,"Union Health & Family Welfare Center(UH&FWC),Rajagaon , Thakurgaon Sadar, Thakurgaon",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Thakurgaon,Upazilas of Thakurgaon,Thakurgaon Sadar,55,94,00,94,,,0,1,0,1,,0,0,0,1,0,0
23647,10024059,"Union Health & Family Welfare Center(UH&FWC),Debipur , Thakurgaon Sadar, Thakurgaon",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Thakurgaon,Upazilas of Thakurgaon,Thakurgaon Sadar,55,94,00,94,,,0,1,0,1,,0,0,0,1,0,0
23648,10024060,"Union Health & Family Welfare Center(UH&FWC),Jagannathpur , Thakurgaon Sadar, Thakurgaon",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Thakurgaon,Upazilas of Thakurgaon,Thakurgaon Sadar,55,94,00,94,,,0,1,0,1,,0,0,0,1,0,0
23649,10024061,"Union Health & Family Welfare Center (UH&FWC), Tumbru, Nikhongchari",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Chattogram,Bandarban,Upazilas of Bandarban,Naikhongchari,20,03,00,73,,,0,1,0,1,,0,0,0,1,0,0
23650,10024062,"Union Health & Family Welfare Center(UH&FWC), Paria, Baliadangi, Thakurgaon",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Thakurgaon,Upazilas of Thakurgaon,Baliadangi,55,94,00,08,,,0,1,0,1,,0,0,0,1,0,0
23651,10024063,"Upazila Family Planning Office, Tentulia, Panchagarh",Upazila Level Office,Administrative,Upazila,Primary,1,0,Rangpur,Panchagarh,Upazilas of Panchagarh,Tentulia,55,77,00,90,,,0,1,0,0,,0,0,0,0,0,0
23652,10024064,"Union Health & Family Welfare Center(UH&FWC), Charol, Baliadangi, Thakurgaon",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Rangpur,Thakurgaon,Upazilas of Thakurgaon,Baliadangi,55,94,00,08,,,0,1,0,1,,0,0,0,1,0,0
23653,10024065,"Union Health & Family Welfare Center (UH&FWC), Dochari, Nikhongchari",Union Health & Family Welfare Center (UH&FWC),Hospital/Clinic,Union,Primary,1,0,Chattogram,Bandarban,Upazilas of Bandarban,Naikhongchari,20,03,00,73,,,0,1,0,1,,0,0,0,1,0,0
