iso3,country,year,coverage_4g_pct,internet_use_pct,availability_use_gap_pp,coverage_source,coverage_note,internet_use_source,internet_use_note,coverage_data_id,internet_use_data_id,mobile_5gb_pct_gni,internet_use_rural_pct,internet_use_urban_pct,urban_rural_use_gap_pp
THA,Thailand,2023,99.0,89.535252,9.464748,The National Broadcasting and Telecommunications Commission,Data from the largest mobile operator in Thailand,National Statistical Office,Aged 6 and older.,48824927,51712410,2.29,86.864017,92.706434,5.842417
UZB,Uzbekistan,2023,92.0,89.01361,2.98639,Ministry of Digital Technologies of the Republic of Uzbekistan,,State Committee of the Republic of Uzbekistan on Statistics,Aged 10 and older.,48825309,51712452,0.95,,,
VNM,Viet Nam,2023,99.85,78.08,21.77,Ministry of Information and Communications,,Ministry of Information and Communications,Aged 6 and older.,48825377,51712465,0.91,74.045064,84.7,10.654936
AFG,Afghanistan,2024,37.324101,16.094999,21.229102,ITU estimate.,,ITU estimate.,,59466429,59465318,19.17,,,
ARM,Armenia,2024,100.0,81.339302,18.660698,Ministry of High-Tech Industry of Armenia,,ITU estimate.,,56107405,59465325,0.72,,,
AZE,Azerbaijan,2024,100.0,90.439796,9.560204,Ministry of Digital Development and Transport,,ITU estimate.,,56115922,59465329,0.9,,,
BGD,Bangladesh,2024,99.64,53.421713,46.218287,Bangladesh Telecommunication Regulatory Commission,"December, 2024",Bangladesh Bureau of Statistics,Aged 5 and older.,56106522,59465335,0.75,43.585937,75.759095,32.173158
BTN,Bhutan,2024,97.0,91.277397,5.722603,Government Technology Agency,Data from Tashicell Infocom,ITU estimate.,,56114531,59465341,1.51,,,
BRN,Brunei Darussalam,2024,99.04,96.298288,2.741712,Authority for Info-communications Technology Industry of Brunei Darussalam,,Authority for Info-communications Technology Industry of Brunei Darussalam,Aged 0 and older.,56107559,59465340,0.34,93.11134,96.656561,3.545221
KHM,Cambodia,2024,93.2,68.475304,24.724696,Telecommunication Regulator of Cambodia (TRC),,ITU estimate.,,56116571,59465347,0.66,,,
CHN,China,2024,100.0,92.0,8.0,Ministry of Industry and Information Technology,,Instituto Nacional de Estadisticas,"From 2023 includes individuals reporting they have not used the Internet but have used mobile applications such as WeChat, Taobao, Douyin and others",56113746,56104749,0.81,,,
FJI,Fiji,2024,85.0,74.7052,10.2948,Telecommunication Authority of Fiji ,,ITU estimate.,,59466446,59465375,3.13,,,
GEO,Georgia,2024,99.72,83.798557,15.921443,Communications Comission,,National Statistics Office of Georgia,Aged 15 and older.,56113453,59465523,0.72,76.223562,88.488432,12.26487
HKG,"Hong Kong, China",2024,99.0,95.75537,3.24463,Office of the Communications Authority,,"Census and Statistics Department, the Government of the Hong Kong Special Administrative Region of the People?s Republic of China",Aged 10 and older. In previous 12 months. Excludes foreign domestic helpers.,56122783,59465391,0.09,,,
IND,India,2024,99.06,64.943497,34.116503,Department of Telecommunications,As in December 2024,ITU estimate.,,56112886,59465401,1.04,,,
IDN,Indonesia,2024,99.15,72.780755,26.369245,Ministry of Communications and Informatics,,BPS-Statistics Indonesia,Aged 5 and older.,56122869,56292135,0.52,63.70974,79.126375,15.416635
KAZ,Kazakhstan,2024,91.6,93.391673,-1.791673,"Ministry of digital development, defense and aerospace industry of the Republic of Kazakhstan",according to the final data of the Office for National Statistics for 2024,"Committee on Statistics, Ministry of National Economy of the Republic of Kazakhstan",Aged 6 and older.,56117041,56292494,1.11,91.747618,94.373957,2.626339
KIR,Kiribati,2024,62.0,89.4403,-27.4403,"Ministry of Information, Communication, and Transport ",result after the inspection carried out by Regulator,ITU estimate.,,56123049,59465416,4.55,,,
KGZ,Kyrgyz Republic,2024,99.4,92.028603,7.371397,Service for the Regulation and Supervision of the Communications Sector under the Ministry of Digital Development of the Kyrgyz Republic,,ITU estimate.,,56115799,59465527,1.64,,,
LAO,Lao PDR,2024,76.0,65.592697,10.407303,ITU estimate.,,ITU estimate.,,59466461,59465419,1.41,,,
MYS,Malaysia,2024,98.6,98.020606,0.579394,Malaysian Communications and Multimedia Commission,,Department of Statistics,Aged 15 and older.,56116284,56292209,0.23,95.292533,98.996541,3.704008
MDV,Maldives,2024,100.0,85.239998,14.760002,Communications Authority of Maldives,,ITU estimate.,,56106852,59465440,2.28,,,
FSM,Micronesia,2024,85.0,39.523602,45.476398,ITU estimate.,,ITU estimate.,,59466447,59465379,8.67,,,
MNG,Mongolia,2024,99.0,85.123497,13.876503,Communications Regulatory Commission of Mongolia,,ITU estimate.,,56110356,59465445,1.16,,,
NRU,Nauru,2024,78.978993,83.011703,-4.03271,ITU estimate.,,ITU estimate.,,59466476,59465461,1.85,,,
NPL,Nepal,2024,86.0,46.321899,39.678101,National Telecommunication Authority.,,ITU estimate.,,59466475,59465457,1.99,,,
PAK,Pakistan,2024,81.0,57.253,23.747,Pakistan Telecommunication Authority,Coverage as on 31st December 2024,Pakistan Bureau of Statistics,,56113217,59465463,,,,
PNG,Papua New Guinea,2024,76.0,18.8116,57.1884,NICTA.,,ITU estimate.,,59466478,59465469,11.83,,,
PHL,Philippines,2024,98.69,67.263009,31.426991,Department of Information and Communication Technology,,Department of  Information and Communications Technology,Aged 10 and older.,56110157,59465464,2.07,61.187288,72.749612,11.562325
SLB,Solomon Islands,2024,35.187096,29.040701,6.146395,ITU estimate.,,ITU estimate.,,59466486,59465478,14.09,,,
LKA,Sri Lanka,2024,97.4,54.59,42.81,Telecommunications Regulatory Commission of Sri Lanka,,Department of Census and Statistics,Aged 5-69.,59417890,59465357,0.4,52.021634,67.07,15.048366
TWN,"Taipei,China",2024,100.0,96.706643,3.293357,National Communications Commission,,National Communications Commission,Aged 16 and older.,56110932,56292506,,,,
TJK,Tajikistan,2024,84.7,55.7934,28.9066,Communication Service under the Government of the Republic of Tajikistan,According to the research conducted by the Communication Service,ITU estimate.,,59466500,59465526,5.86,,,
THA,Thailand,2024,99.0,90.867188,8.132812,The National Broadcasting and Telecommunications Commission,Data from the largest mobile operator in Thailand,National Statistical Office,Aged 6 and older.,56123512,56292380,0.74,88.623028,93.521628,4.8986
TON,Tonga,2024,96.0,67.441704,28.558296,ITU estimate.,,ITU estimate.,,59466492,59465496,2.09,,,
UZB,Uzbekistan,2024,97.0,89.505501,7.494499,Ministry for Development of Information Technologies and Communications of the Republic of Uzbekistan,,ITU estimate.,,56112217,59465506,1.2,,,
VNM,Viet Nam,2024,99.85,84.15,15.7,Ministry of Science and Technology,,General Statistics Office of Vietnam,Aged 6 and older.,56110804,56292437,0.86,81.108835,89.07,7.961165
