iso3,year,outcome_indicator,outcome_label,outcome_value,tasmax,tr,txx,tasmax_anomaly,txx_anomaly,tr_anomaly,herfindahl_generation,herfindahl_capacity,generation_coverage,top_fuel_generation
GEO,2019,IC.FRM.INFRA.IN2,Electrical outages in a typical month,2.2,9.12,47.82,23.77,1.0603333333333325,0.10733333333333306,6.1326666666666725,0.5074,0.5604,1.0,Hydro
IDN,2009,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.9,25.32,350.4,27.56,0.16900000000000048,0.21533333333333005,0.6056666666666501,0.5465,0.4408,0.972,Coal
IDN,2015,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.5,25.48,351.96,27.83,0.3290000000000006,0.4853333333333296,2.1656666666666524,0.5465,0.4408,0.972,Coal
IND,2014,IC.FRM.INFRA.IN2,Electrical outages in a typical month,13.8,24.22,290.61,33.98,0.009333333333330529,0.19200000000000017,-4.178333333333285,0.5858,0.4548,0.997,Coal
KAZ,2009,IC.FRM.INFRA.IN2,Electrical outages in a typical month,1.0,6.95,68.36,28.97,-0.09533333333333349,-1.167666666666669,-12.495000000000005,0.8277,0.7389,1.0,Coal
KAZ,2013,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.5,8.2,81.26,28.5,1.1546666666666656,-1.637666666666668,0.40500000000000114,0.8277,0.7389,1.0,Coal
KAZ,2019,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.5,7.82,81.01,31.03,0.7746666666666666,0.8923333333333332,0.15500000000000114,0.8277,0.7389,1.0,Coal
KGZ,2009,IC.FRM.INFRA.IN2,Electrical outages in a typical month,2.6,0.31,8.31,15.45,-0.25099999999999995,-1.6240000000000023,-2.157,0.8063,0.6758,0.986,Hydro
KGZ,2013,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.9,1.06,11.49,18.29,0.4990000000000001,1.2159999999999975,1.0229999999999997,0.8063,0.6758,0.986,Hydro
KGZ,2019,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.9,1.12,11.87,17.69,0.5590000000000002,0.6159999999999997,1.4029999999999987,0.8063,0.6758,0.986,Hydro
KHM,2013,IC.FRM.INFRA.IN2,Electrical outages in a typical month,6.0,27.57,363.28,32.69,0.14866666666666717,0.9119999999999955,-1.1643333333333317,,,,
KHM,2016,IC.FRM.INFRA.IN2,Electrical outages in a typical month,1.4,28.13,365.19,33.16,0.7086666666666659,1.3819999999999943,0.7456666666666933,,,,
LAO,2009,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.0,23.08,295.84,28.08,0.02699999999999747,-0.4876666666666658,1.5089999999999577,,,,
LAO,2012,IC.FRM.INFRA.IN2,Electrical outages in a typical month,2.3,23.51,312.27,28.26,0.45700000000000074,-0.30766666666666254,17.938999999999965,,,,
LAO,2016,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.9,23.61,301.17,29.65,0.5569999999999986,1.0823333333333345,6.838999999999999,,,,
LAO,2018,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.2,23.27,302.14,28.35,0.21699999999999875,-0.21766666666666268,7.808999999999969,,,,
LKA,2011,IC.FRM.INFRA.IN2,Electrical outages in a typical month,4.1,26.5,362.67,29.2,-0.09933333333333394,-0.5536666666666683,-0.45966666666663514,0.3193,0.315,1.0,Oil
MMR,2014,IC.FRM.INFRA.IN2,Electrical outages in a typical month,12.5,23.89,297.19,30.05,0.32833333333333314,0.15666666666666984,4.617333333333306,0.5314,0.538,0.959,Hydro
MMR,2016,IC.FRM.INFRA.IN2,Electrical outages in a typical month,11.0,23.95,297.92,30.9,0.38833333333333186,1.0066666666666677,5.347333333333324,0.5314,0.538,0.959,Hydro
MNG,2009,IC.FRM.INFRA.IN2,Electrical outages in a typical month,1.4,1.39,38.5,24.92,-0.1036666666666668,-0.945999999999998,-1.6153333333333322,0.9191,0.7971,1.0,Coal
MNG,2013,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.9,1.67,35.62,23.67,0.17633333333333323,-2.195999999999998,-4.495333333333335,0.9191,0.7971,1.0,Coal
MNG,2019,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.5,2.07,43.35,24.88,0.5763333333333331,-0.9860000000000007,3.2346666666666692,0.9191,0.7971,1.0,Coal
MYS,2015,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.1,25.84,364.41,28.35,0.3100000000000023,0.4140000000000015,0.35000000000002274,0.4818,0.4232,1.0,Coal
NPL,2009,IC.FRM.INFRA.IN2,Electrical outages in a typical month,51.3,13.23,121.19,22.41,0.549666666666667,0.37466666666666626,4.433333333333337,0.9403,0.9032,1.0,Hydro
NPL,2013,IC.FRM.INFRA.IN2,Electrical outages in a typical month,8.7,12.71,117.95,21.61,0.029666666666667396,-0.42533333333333445,1.1933333333333422,0.9403,0.9032,1.0,Hydro
PAK,2007,IC.FRM.INFRA.IN2,Electrical outages in a typical month,31.7,20.76,218.69,34.29,0.14600000000000435,0.3026666666666671,2.140666666666675,,,,
PAK,2013,IC.FRM.INFRA.IN2,Electrical outages in a typical month,75.2,20.66,217.92,33.73,0.04600000000000293,-0.2573333333333352,1.370666666666665,,,,
PHL,2009,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.5,25.91,359.28,28.33,0.013333333333335418,-0.17533333333333445,-0.8919999999999959,0.3623,0.2528,0.999,Coal
PHL,2015,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.1,26.14,359.38,28.83,0.24333333333333584,0.32466666666666555,-0.7919999999999732,0.3623,0.2528,0.999,Coal
PNG,2015,IC.FRM.INFRA.IN2,Electrical outages in a typical month,41.9,23.55,295.57,26.12,0.06900000000000261,0.31566666666666876,-0.5869999999999891,,,,
SLB,2015,IC.FRM.INFRA.IN2,Electrical outages in a typical month,4.9,26.3,365.0,28.07,0.158333333333335,0.20099999999999696,-0.25666666666671745,,,,
THA,2016,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.2,26.96,355.18,32.96,0.5773333333333319,1.6283333333333339,1.4916666666666742,0.5843,0.5612,0.998,Gas
TJK,2008,IC.FRM.INFRA.IN2,Electrical outages in a typical month,3.6,0.35,39.82,18.68,0.13833333333333334,1.2143333333333324,4.683666666666667,1.0,0.7962,0.885,Hydro
TJK,2013,IC.FRM.INFRA.IN2,Electrical outages in a typical month,6.3,0.89,39.07,19.18,0.6783333333333333,1.7143333333333324,3.9336666666666673,1.0,0.7962,0.885,Hydro
TJK,2019,IC.FRM.INFRA.IN2,Electrical outages in a typical month,1.3,1.01,38.33,18.49,0.7983333333333333,1.024333333333331,3.1936666666666653,1.0,0.7962,0.885,Hydro
TLS,2009,IC.FRM.INFRA.IN2,Electrical outages in a typical month,10.2,24.7,362.36,27.64,0.10699999999999932,0.2716666666666683,0.3350000000000364,,,,
TLS,2015,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.8,24.57,362.15,27.92,-0.022999999999999687,0.5516666666666694,0.125,,,,
TON,2009,IC.FRM.INFRA.IN2,Electrical outages in a typical month,2.0,24.31,363.88,27.96,-0.45700000000000074,0.10833333333333428,-0.07333333333332348,,,,
UZB,2008,IC.FRM.INFRA.IN2,Electrical outages in a typical month,3.2,13.19,136.32,35.06,-0.2406666666666677,1.00266666666667,5.250333333333316,0.7487,0.5091,1.0,Gas
UZB,2013,IC.FRM.INFRA.IN2,Electrical outages in a typical month,6.8,14.38,138.51,33.87,0.9493333333333336,-0.1873333333333349,7.440333333333314,0.7487,0.5091,1.0,Gas
UZB,2019,IC.FRM.INFRA.IN2,Electrical outages in a typical month,1.9,14.49,129.26,35.7,1.059333333333333,1.6426666666666705,-1.8096666666666863,0.7487,0.5091,1.0,Gas
VNM,2009,IC.FRM.INFRA.IN2,Electrical outages in a typical month,1.0,23.94,304.56,29.35,0.0070000000000014495,-0.4676666666666627,2.8279999999999745,0.3324,0.3178,0.999,Coal
VNM,2015,IC.FRM.INFRA.IN2,Electrical outages in a typical month,0.2,24.59,310.72,30.77,0.657,0.9523333333333355,8.988,0.3324,0.3178,0.999,Coal
VUT,2009,IC.FRM.INFRA.IN2,Electrical outages in a typical month,1.6,24.88,364.5,27.86,-0.16266666666666652,0.2729999999999997,-0.10300000000000864,,,,
WSM,2009,IC.FRM.INFRA.IN2,Electrical outages in a typical month,4.6,25.39,365.0,27.18,-0.09933333333333394,0.05266666666666353,-0.2666666666666515,,,,
AFG,2008,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),11.5,12.69,122.8,29.45,0.17433333333333145,0.7783333333333324,11.190666666666658,0.9146,0.6539,0.86,Hydro
AFG,2014,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),3.8,12.31,113.35,29.15,-0.20566666666666755,0.4783333333333317,1.7406666666666553,0.9146,0.6539,0.86,Hydro
ARM,2009,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),3.7,6.44,17.34,20.61,-0.17966666666666598,-1.7289999999999992,-8.798666666666666,0.5985,0.4487,1.0,Gas
ARM,2013,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),1.9,6.68,20.29,20.97,0.06033333333333335,-1.3689999999999998,-5.8486666666666665,0.5985,0.4487,1.0,Gas
ARM,2020,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),2.9,7.21,27.21,23.17,0.5903333333333336,0.8310000000000031,1.0713333333333352,0.5985,0.4487,1.0,Gas
AZE,2009,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),3.5,12.37,84.59,28.63,0.11966666666666548,0.4376666666666651,-8.611999999999995,0.7201,0.3739,1.0,Gas
AZE,2013,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),2.7,12.51,91.8,26.56,0.25966666666666605,-1.6323333333333352,-1.402000000000001,0.7201,0.3739,1.0,Gas
AZE,2019,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),9.9,13.03,100.2,28.25,0.7796666666666656,0.05766666666666609,6.998000000000005,0.7201,0.3739,1.0,Gas
BGD,2007,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),1.1,25.26,307.35,32.56,-0.08800000000000097,0.8253333333333366,-2.491999999999962,0.7425,0.5959,1.0,Gas
BGD,2013,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),1.2,25.29,311.42,31.71,-0.05800000000000338,-0.024666666666664838,1.5780000000000314,0.7425,0.5959,1.0,Gas
BTN,2009,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),2.4,10.14,46.16,18.2,0.5489999999999995,0.5016666666666652,3.4496666666666655,1.0,1.0,1.0,Hydro
BTN,2015,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),8.1,9.67,44.63,18.0,0.07899999999999885,0.30166666666666586,1.9196666666666715,1.0,1.0,1.0,Hydro
CHN,2012,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),5.0,6.63,80.37,23.91,-0.5750000000000002,-0.4269999999999996,0.8449999999999989,0.5905,0.4948,1.0,Coal
FJI,2009,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),2.7,23.93,353.37,27.16,-0.4209999999999994,-0.14833333333333343,-2.6416666666666515,,,,
FSM,2009,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),2.1,27.14,365.0,28.63,0.037333333333332774,0.019333333333335645,-0.2666666666666515,,,,
GEO,2008,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),8.4,8.0,40.96,23.65,-0.05966666666666676,-0.012666666666667936,-0.727333333333327,0.5074,0.5604,1.0,Hydro
GEO,2013,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),3.0,8.21,35.2,21.61,0.1503333333333341,-2.052666666666667,-6.487333333333325,0.5074,0.5604,1.0,Hydro
GEO,2019,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),5.2,9.12,47.82,23.77,1.0603333333333325,0.10733333333333306,6.1326666666666725,0.5074,0.5604,1.0,Hydro
IDN,2009,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),3.3,25.32,350.4,27.56,0.16900000000000048,0.21533333333333005,0.6056666666666501,0.5465,0.4408,0.972,Coal
IDN,2015,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),5.7,25.48,351.96,27.83,0.3290000000000006,0.4853333333333296,2.1656666666666524,0.5465,0.4408,0.972,Coal
IND,2014,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),2.0,24.22,290.61,33.98,0.009333333333330529,0.19200000000000017,-4.178333333333285,0.5858,0.4548,0.997,Coal
KAZ,2009,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),6.0,6.95,68.36,28.97,-0.09533333333333349,-1.167666666666669,-12.495000000000005,0.8277,0.7389,1.0,Coal
KAZ,2013,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),2.9,8.2,81.26,28.5,1.1546666666666656,-1.637666666666668,0.40500000000000114,0.8277,0.7389,1.0,Coal
KAZ,2019,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),3.1,7.82,81.01,31.03,0.7746666666666666,0.8923333333333332,0.15500000000000114,0.8277,0.7389,1.0,Coal
KGZ,2009,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),7.4,0.31,8.31,15.45,-0.25099999999999995,-1.6240000000000023,-2.157,0.8063,0.6758,0.986,Hydro
KGZ,2013,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),5.1,1.06,11.49,18.29,0.4990000000000001,1.2159999999999975,1.0229999999999997,0.8063,0.6758,0.986,Hydro
KGZ,2019,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),4.6,1.12,11.87,17.69,0.5590000000000002,0.6159999999999997,1.4029999999999987,0.8063,0.6758,0.986,Hydro
KHM,2013,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),1.8,27.57,363.28,32.69,0.14866666666666717,0.9119999999999955,-1.1643333333333317,,,,
KHM,2016,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),1.3,28.13,365.19,33.16,0.7086666666666659,1.3819999999999943,0.7456666666666933,,,,
LAO,2012,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),3.1,23.51,312.27,28.26,0.45700000000000074,-0.30766666666666254,17.938999999999965,,,,
LAO,2016,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),3.3,23.61,301.17,29.65,0.5569999999999986,1.0823333333333345,6.838999999999999,,,,
LAO,2018,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),2.2,23.27,302.14,28.35,0.21699999999999875,-0.21766666666666268,7.808999999999969,,,,
LKA,2011,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),1.5,26.5,362.67,29.2,-0.09933333333333394,-0.5536666666666683,-0.45966666666663514,0.3193,0.315,1.0,Oil
MMR,2014,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),10.3,23.89,297.19,30.05,0.32833333333333314,0.15666666666666984,4.617333333333306,0.5314,0.538,0.959,Hydro
MMR,2016,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),1.3,23.95,297.92,30.9,0.38833333333333186,1.0066666666666677,5.347333333333324,0.5314,0.538,0.959,Hydro
MNG,2009,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),4.3,1.39,38.5,24.92,-0.1036666666666668,-0.945999999999998,-1.6153333333333322,0.9191,0.7971,1.0,Coal
MNG,2013,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),10.2,1.67,35.62,23.67,0.17633333333333323,-2.195999999999998,-4.495333333333335,0.9191,0.7971,1.0,Coal
MNG,2019,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),6.2,2.07,43.35,24.88,0.5763333333333331,-0.9860000000000007,3.2346666666666692,0.9191,0.7971,1.0,Coal
MYS,2015,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),3.8,25.84,364.41,28.35,0.3100000000000023,0.4140000000000015,0.35000000000002274,0.4818,0.4232,1.0,Coal
NPL,2009,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),6.5,13.23,121.19,22.41,0.549666666666667,0.37466666666666626,4.433333333333337,0.9403,0.9032,1.0,Hydro
NPL,2013,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),3.6,12.71,117.95,21.61,0.029666666666667396,-0.42533333333333445,1.1933333333333422,0.9403,0.9032,1.0,Hydro
PAK,2007,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),2.3,20.76,218.69,34.29,0.14600000000000435,0.3026666666666671,2.140666666666675,,,,
PAK,2013,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),16.9,20.66,217.92,33.73,0.04600000000000293,-0.2573333333333352,1.370666666666665,,,,
PHL,2009,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),2.4,25.91,359.28,28.33,0.013333333333335418,-0.17533333333333445,-0.8919999999999959,0.3623,0.2528,0.999,Coal
PHL,2015,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),3.0,26.14,359.38,28.83,0.24333333333333584,0.32466666666666555,-0.7919999999999732,0.3623,0.2528,0.999,Coal
PNG,2015,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),4.7,23.55,295.57,26.12,0.06900000000000261,0.31566666666666876,-0.5869999999999891,,,,
SLB,2015,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),2.5,26.3,365.0,28.07,0.158333333333335,0.20099999999999696,-0.25666666666671745,,,,
THA,2016,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),1.7,26.96,355.18,32.96,0.5773333333333319,1.6283333333333339,1.4916666666666742,0.5843,0.5612,0.998,Gas
TJK,2008,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),9.9,0.35,39.82,18.68,0.13833333333333334,1.2143333333333324,4.683666666666667,1.0,0.7962,0.885,Hydro
TJK,2013,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),6.8,0.89,39.07,19.18,0.6783333333333333,1.7143333333333324,3.9336666666666673,1.0,0.7962,0.885,Hydro
TJK,2019,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),2.8,1.01,38.33,18.49,0.7983333333333333,1.024333333333331,3.1936666666666653,1.0,0.7962,0.885,Hydro
TLS,2009,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),4.2,24.7,362.36,27.64,0.10699999999999932,0.2716666666666683,0.3350000000000364,,,,
TLS,2015,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),4.2,24.57,362.15,27.92,-0.022999999999999687,0.5516666666666694,0.125,,,,
TON,2009,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),1.5,24.31,363.88,27.96,-0.45700000000000074,0.10833333333333428,-0.07333333333332348,,,,
UZB,2008,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),14.5,13.19,136.32,35.06,-0.2406666666666677,1.00266666666667,5.250333333333316,0.7487,0.5091,1.0,Gas
UZB,2013,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),4.9,14.38,138.51,33.87,0.9493333333333336,-0.1873333333333349,7.440333333333314,0.7487,0.5091,1.0,Gas
UZB,2019,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),2.3,14.49,129.26,35.7,1.059333333333333,1.6426666666666705,-1.8096666666666863,0.7487,0.5091,1.0,Gas
VNM,2009,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),8.2,23.94,304.56,29.35,0.0070000000000014495,-0.4676666666666627,2.8279999999999745,0.3324,0.3178,0.999,Coal
VNM,2015,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),7.5,24.59,310.72,30.77,0.657,0.9523333333333355,8.988,0.3324,0.3178,0.999,Coal
VUT,2009,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),1.8,24.88,364.5,27.86,-0.16266666666666652,0.2729999999999997,-0.10300000000000864,,,,
WSM,2009,IC.FRM.INFRA.IN3_C,Typical outage duration (hours),4.1,25.39,365.0,27.18,-0.09933333333333394,0.05266666666666353,-0.2666666666666515,,,,
AFG,2008,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),6.5,12.69,122.8,29.45,0.17433333333333145,0.7783333333333324,11.190666666666658,0.9146,0.6539,0.86,Hydro
AFG,2014,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),9.6,12.31,113.35,29.15,-0.20566666666666755,0.4783333333333317,1.7406666666666553,0.9146,0.6539,0.86,Hydro
ARM,2009,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),1.8,6.44,17.34,20.61,-0.17966666666666598,-1.7289999999999992,-8.798666666666666,0.5985,0.4487,1.0,Gas
ARM,2013,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),0.2,6.68,20.29,20.97,0.06033333333333335,-1.3689999999999998,-5.8486666666666665,0.5985,0.4487,1.0,Gas
ARM,2020,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),0.7,7.21,27.21,23.17,0.5903333333333336,0.8310000000000031,1.0713333333333352,0.5985,0.4487,1.0,Gas
AZE,2009,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),1.8,12.37,84.59,28.63,0.11966666666666548,0.4376666666666651,-8.611999999999995,0.7201,0.3739,1.0,Gas
AZE,2013,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),1.0,12.51,91.8,26.56,0.25966666666666605,-1.6323333333333352,-1.402000000000001,0.7201,0.3739,1.0,Gas
AZE,2019,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),1.5,13.03,100.2,28.25,0.7796666666666656,0.05766666666666609,6.998000000000005,0.7201,0.3739,1.0,Gas
BGD,2007,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),10.6,25.26,307.35,32.56,-0.08800000000000097,0.8253333333333366,-2.491999999999962,0.7425,0.5959,1.0,Gas
BGD,2013,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),5.5,25.29,311.42,31.71,-0.05800000000000338,-0.024666666666664838,1.5780000000000314,0.7425,0.5959,1.0,Gas
BTN,2009,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),4.3,10.14,46.16,18.2,0.5489999999999995,0.5016666666666652,3.4496666666666655,1.0,1.0,1.0,Hydro
BTN,2015,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),3.7,9.67,44.63,18.0,0.07899999999999885,0.30166666666666586,1.9196666666666715,1.0,1.0,1.0,Hydro
CHN,2012,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),1.3,6.63,80.37,23.91,-0.5750000000000002,-0.4269999999999996,0.8449999999999989,0.5905,0.4948,1.0,Coal
FJI,2009,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),4.9,23.93,353.37,27.16,-0.4209999999999994,-0.14833333333333343,-2.6416666666666515,,,,
FSM,2009,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),2.6,27.14,365.0,28.63,0.037333333333332774,0.019333333333335645,-0.2666666666666515,,,,
GEO,2008,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),1.4,8.0,40.96,23.65,-0.05966666666666676,-0.012666666666667936,-0.727333333333327,0.5074,0.5604,1.0,Hydro
GEO,2013,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),1.9,8.21,35.2,21.61,0.1503333333333341,-2.052666666666667,-6.487333333333325,0.5074,0.5604,1.0,Hydro
GEO,2019,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),0.5,9.12,47.82,23.77,1.0603333333333325,0.10733333333333306,6.1326666666666725,0.5074,0.5604,1.0,Hydro
IDN,2009,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),2.2,25.32,350.4,27.56,0.16900000000000048,0.21533333333333005,0.6056666666666501,0.5465,0.4408,0.972,Coal
IDN,2015,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),1.9,25.48,351.96,27.83,0.3290000000000006,0.4853333333333296,2.1656666666666524,0.5465,0.4408,0.972,Coal
IND,2014,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),3.7,24.22,290.61,33.98,0.009333333333330529,0.19200000000000017,-4.178333333333285,0.5858,0.4548,0.997,Coal
KAZ,2009,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),3.7,6.95,68.36,28.97,-0.09533333333333349,-1.167666666666669,-12.495000000000005,0.8277,0.7389,1.0,Coal
KAZ,2013,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),1.5,8.2,81.26,28.5,1.1546666666666656,-1.637666666666668,0.40500000000000114,0.8277,0.7389,1.0,Coal
KAZ,2019,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),1.7,7.82,81.01,31.03,0.7746666666666666,0.8923333333333332,0.15500000000000114,0.8277,0.7389,1.0,Coal
KGZ,2009,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),10.5,0.31,8.31,15.45,-0.25099999999999995,-1.6240000000000023,-2.157,0.8063,0.6758,0.986,Hydro
KGZ,2013,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),4.2,1.06,11.49,18.29,0.4990000000000001,1.2159999999999975,1.0229999999999997,0.8063,0.6758,0.986,Hydro
KGZ,2019,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),1.1,1.12,11.87,17.69,0.5590000000000002,0.6159999999999997,1.4029999999999987,0.8063,0.6758,0.986,Hydro
KHM,2013,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),0.4,27.57,363.28,32.69,0.14866666666666717,0.9119999999999955,-1.1643333333333317,,,,
KHM,2016,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),3.6,28.13,365.19,33.16,0.7086666666666659,1.3819999999999943,0.7456666666666933,,,,
LAO,2012,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),2.5,23.51,312.27,28.26,0.45700000000000074,-0.30766666666666254,17.938999999999965,,,,
LAO,2016,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),2.6,23.61,301.17,29.65,0.5569999999999986,1.0823333333333345,6.838999999999999,,,,
LAO,2018,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),0.9,23.27,302.14,28.35,0.21699999999999875,-0.21766666666666268,7.808999999999969,,,,
LKA,2011,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),3.0,26.5,362.67,29.2,-0.09933333333333394,-0.5536666666666683,-0.45966666666663514,0.3193,0.315,1.0,Oil
MMR,2014,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),2.5,23.89,297.19,30.05,0.32833333333333314,0.15666666666666984,4.617333333333306,0.5314,0.538,0.959,Hydro
MMR,2016,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),2.5,23.95,297.92,30.9,0.38833333333333186,1.0066666666666677,5.347333333333324,0.5314,0.538,0.959,Hydro
MNG,2009,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),0.8,1.39,38.5,24.92,-0.1036666666666668,-0.945999999999998,-1.6153333333333322,0.9191,0.7971,1.0,Coal
MNG,2013,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),2.6,1.67,35.62,23.67,0.17633333333333323,-2.195999999999998,-4.495333333333335,0.9191,0.7971,1.0,Coal
MNG,2019,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),0.2,2.07,43.35,24.88,0.5763333333333331,-0.9860000000000007,3.2346666666666692,0.9191,0.7971,1.0,Coal
MYS,2015,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),1.8,25.84,364.41,28.35,0.3100000000000023,0.4140000000000015,0.35000000000002274,0.4818,0.4232,1.0,Coal
NPL,2009,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),26.9,13.23,121.19,22.41,0.549666666666667,0.37466666666666626,4.433333333333337,0.9403,0.9032,1.0,Hydro
NPL,2013,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),17.0,12.71,117.95,21.61,0.029666666666667396,-0.42533333333333445,1.1933333333333422,0.9403,0.9032,1.0,Hydro
PAK,2007,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),9.2,20.76,218.69,34.29,0.14600000000000435,0.3026666666666671,2.140666666666675,,,,
PAK,2013,IC.FRM.INFRA.IN4_C,Sales lost to outages (%),33.8,20.66,217.92,33.73,0.04600000000000293,-0.2573333333333352,1.370666666666665,,,,
