GID_2,GID_0GHSL,country,window_years,start_year,end_year,DEGURBA_L1_start,DEGURBA_L1_end,transition,Tot_Pop_start,Tot_Pop_end,urban_cell_pop_start,urban_cell_pop_end,embedded_start,embedded_end,embedded_change
AZE.7.1_1,AZE,Azerbaijan,20,2000,2020,1,1,remained_rural,28530.665613879,38102.6409155325,10722.7301385272,14736.1706194859,10722.7301385272,14736.1706194859,4013.4404809586995
AZE.7.2_1,AZE,Azerbaijan,20,2000,2020,2,2,remained_town_or_city,35854.8962858748,48840.0893843046,20670.8515561745,34177.6963880435,0.0,0.0,0.0
AZE.7.3_1,AZE,Azerbaijan,20,2000,2020,3,3,remained_town_or_city,108782.619382529,169232.505144494,107254.38421974095,168307.5007355405,0.0,0.0,0.0
AZE.7.4_1,AZE,Azerbaijan,20,2000,2020,2,2,remained_town_or_city,40433.1098556146,51604.6647124384,25653.3720503002,32522.371411141,0.0,0.0,0.0
AZE.7.7_1,AZE,Azerbaijan,20,2000,2020,1,1,remained_rural,20246.093450062,26337.3085392825,8669.95561775565,11053.0421962813,8669.95561775565,11053.0421962813,2383.08657852565
AZE.7.5_1,AZE,Azerbaijan,20,2000,2020,2,2,remained_town_or_city,12025.5210144818,16954.2344851457,10510.0721538365,15615.2513422333,0.0,0.0,0.0
AZE.7.6_1,AZE,Azerbaijan,20,2000,2020,2,2,remained_town_or_city,129660.784379279,124086.199962656,100243.921314107,101158.971999263,0.0,0.0,0.0
AZE.8.1_1,AZE,Azerbaijan,20,2000,2020,2,2,remained_town_or_city,45859.4480260769,59636.6773328343,26472.8724104725,39230.5034694225,0.0,0.0,0.0
AZE.8.2_1,AZE,Azerbaijan,20,2000,2020,2,2,remained_town_or_city,136426.144201067,175496.226695335,102683.886332592,135546.4274072964,0.0,0.0,0.0
AZE.8.3_1,AZE,Azerbaijan,20,2000,2020,1,1,remained_rural,80242.6235347071,98418.1606262503,17963.4212943949,31295.7811477082,17963.4212943949,31295.7811477082,13332.3598533133
AZE.8.4_1,AZE,Azerbaijan,20,2000,2020,2,2,remained_town_or_city,33380.0129917972,43786.4324186016,23879.1788117047,31311.0345464423,0.0,0.0,0.0
AZE.8.5_1,AZE,Azerbaijan,20,2000,2020,1,2,rural_to_town_or_city,141665.31856058,178988.197870992,70720.1602291698,98404.9472880792,70720.1602291698,0.0,-70720.1602291698
AZE.9.1_1,AZE,Azerbaijan,20,2000,2020,2,2,remained_town_or_city,83079.1468910715,99299.3235642981,61382.472430557,75184.9647139404,0.0,0.0,0.0
AZE.9.2_1,AZE,Azerbaijan,20,2000,2020,1,1,remained_rural,36347.8301812219,45936.3701796401,13074.7955143992,17216.8594330642,13074.7955143992,17216.8594330642,4142.0639186650005
AZE.9.4_1,AZE,Azerbaijan,20,2000,2020,1,1,remained_rural,50645.4448706359,57096.1617456073,25113.5378886759,27762.6474332642,25113.5378886759,27762.6474332642,2649.1095445883
AZE.9.3_1,AZE,Azerbaijan,20,2000,2020,1,2,rural_to_town_or_city,82640.41753459,109472.671623527,38848.260972498,55558.1914051492,38848.260972498,0.0,-38848.260972498
AZE.9.5_1,AZE,Azerbaijan,20,2000,2020,1,1,remained_rural,79881.8785444285,100007.55947068,28505.971508228682,43290.39382772849,28505.971508228682,43290.39382772849,14784.422319499809
AZE.9.6_1,AZE,Azerbaijan,20,2000,2020,3,3,remained_town_or_city,76528.6785169155,91133.7895982033,75398.98820043681,90325.75007913119,0.0,0.0,0.0
AZE.9.7_1,AZE,Azerbaijan,20,2000,2020,2,2,remained_town_or_city,106811.130633714,134624.48526622,73566.4030670812,93072.7659282387,0.0,0.0,0.0
AZE.10.1_1,AZE,Azerbaijan,20,2000,2020,2,2,remained_town_or_city,153046.024427198,207757.251547816,133244.243485347,195298.820645857,0.0,0.0,0.0
AZE.10.2_1,AZE,Azerbaijan,20,2000,2020,2,2,remained_town_or_city,59459.1864668727,86823.6554050148,45055.914609015,71515.3760642409,0.0,0.0,0.0
AZE.10.3_1,AZE,Azerbaijan,20,2000,2020,2,2,remained_town_or_city,132342.084310218,99723.1993509624,103052.015272349,81073.6063103229,0.0,0.0,0.0
AZE.10.4_1,AZE,Azerbaijan,20,2000,2020,2,2,remained_town_or_city,24418.3173686531,23204.3463256478,23708.5220785951,22065.0406240602,0.0,0.0,0.0
AZE.10.5_1,AZE,Azerbaijan,20,2000,2020,1,1,remained_rural,499.633556365967,469.619103312492,0.0,0.0,0.0,0.0,0.0
AZE.10.6_1,AZE,Azerbaijan,20,2000,2020,2,2,remained_town_or_city,29356.2902213931,33329.3982816339,21459.0045810938,28551.4112538099,0.0,0.0,0.0
AZE.10.7_1,AZE,Azerbaijan,20,2000,2020,2,2,remained_town_or_city,71725.951310378,84443.7188849145,45986.8384714276,62974.9856674806,0.0,0.0,0.0
AZE.10.8_1,AZE,Azerbaijan,20,2000,2020,2,2,remained_town_or_city,19917.6962977648,21706.5896892836,13081.9040437862,14520.3490397516,0.0,0.0,0.0
AZE.10.9_1,AZE,Azerbaijan,20,2000,2020,3,3,remained_town_or_city,58460.8528852845,62804.2363737612,53643.6698799208,56998.4889745437,0.0,0.0,0.0
AZE.10.10_1,AZE,Azerbaijan,20,2000,2020,1,1,remained_rural,39301.479719013,45058.7184703238,15821.5127307773,16842.5442356095,15821.5127307773,16842.5442356095,1021.0315048322009
BGD.1.1_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,879495.358917441,904401.417517141,802217.291971956,844239.1308219751,0.0,0.0,0.0
BGD.1.2_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,2474231.27942438,2326206.58701579,2398756.905094802,2262763.518540925,0.0,0.0,0.0
BGD.1.3_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,1801758.18313324,1878911.76463362,1746518.225057025,1843454.543655874,0.0,0.0,0.0
BGD.1.4_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,734647.51093613,691683.85963504,695196.177049469,669881.798819861,0.0,0.0,0.0
BGD.1.5_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,1575186.67502329,1633288.4495866,1400404.839980603,1528580.1834831561,0.0,0.0,0.0
BGD.1.6_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,1156351.11638689,1129007.17457865,1093240.40276441,1088525.582304208,0.0,0.0,0.0
BGD.2.1_1,BGD,Bangladesh,20,2000,2020,1,2,rural_to_town_or_city,324859.871377167,487997.19068697,131539.374466459,268485.939029544,131539.374466459,0.0,-131539.374466459
BGD.2.2_1,BGD,Bangladesh,20,2000,2020,2,3,remained_town_or_city,2479249.02886283,3272793.98390169,2430818.838282281,3245209.1288020303,0.0,0.0,0.0
BGD.2.3_1,BGD,Bangladesh,20,2000,2020,2,3,remained_town_or_city,2340827.75460232,2654672.61150216,2304645.58248926,2645785.042267479,0.0,0.0,0.0
BGD.2.4_1,BGD,Bangladesh,20,2000,2020,3,3,remained_town_or_city,6812784.40188203,8702667.13404482,6664722.54808521,8604537.606386399,0.0,0.0,0.0
BGD.2.5_1,BGD,Bangladesh,20,2000,2020,2,3,remained_town_or_city,4739855.83122528,6159826.98868487,4696386.26693092,6145623.461929791,0.0,0.0,0.0
BGD.2.6_1,BGD,Bangladesh,20,2000,2020,2,3,remained_town_or_city,1786229.58278405,2661981.50336055,1720980.9695512229,2606547.723036615,0.0,0.0,0.0
BGD.2.7_1,BGD,Bangladesh,20,2000,2020,2,3,remained_town_or_city,1265220.24782197,1625769.69350262,1247646.026462588,1617927.711050978,0.0,0.0,0.0
BGD.2.8_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,556465.03875709,727102.596178419,364010.6640533063,562076.5256212056,0.0,0.0,0.0
BGD.2.9_1,BGD,Bangladesh,20,2000,2020,2,3,remained_town_or_city,1578078.55337092,2021798.55284004,1531416.495946079,2005508.2681749,0.0,0.0,0.0
BGD.2.10_1,BGD,Bangladesh,20,2000,2020,3,3,remained_town_or_city,2636552.0944218,3564268.38353787,2472660.0818338497,3505433.0591835305,0.0,0.0,0.0
BGD.2.11_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,528473.73384732,705958.421690095,273487.2518932927,483665.629568007,0.0,0.0,0.0
BGD.3.1_1,BGD,Bangladesh,20,2000,2020,3,3,remained_town_or_city,8531862.22891579,16321055.4357639,8500326.467916768,16308018.944444358,0.0,0.0,0.0
BGD.3.2_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,1814531.91395758,2175289.44519992,1733295.697124777,2136872.891674311,0.0,0.0,0.0
BGD.3.3_1,BGD,Bangladesh,20,2000,2020,3,3,remained_town_or_city,2327190.78292851,5538393.03551563,2217895.489958129,5504862.699082498,0.0,0.0,0.0
BGD.3.4_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,1178926.79969367,1282391.89263846,1111682.326283518,1230568.857826967,0.0,0.0,0.0
BGD.3.6_1,BGD,Bangladesh,20,2000,2020,2,3,remained_town_or_city,2702318.25346455,3388550.76993279,2640448.94965396,3332988.7569,0.0,0.0,0.0
BGD.3.7_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,1236010.1355119,1337228.36895164,1197543.836064179,1317061.954818649,0.0,0.0,0.0
BGD.3.8_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,1321988.53618337,1589945.43377449,1281595.923073305,1571287.892514811,0.0,0.0,0.0
BGD.3.9_1,BGD,Bangladesh,20,2000,2020,3,3,remained_town_or_city,1319513.94568294,1645274.18577169,1301873.672369946,1635133.481883464,0.0,0.0,0.0
BGD.3.11_1,BGD,Bangladesh,20,2000,2020,3,3,remained_town_or_city,2176243.67536608,3606803.86907666,2161304.157187394,3603122.496444792,0.0,0.0,0.0
BGD.3.12_1,BGD,Bangladesh,20,2000,2020,3,3,remained_town_or_city,1981614.43127704,2664409.97276607,1961836.341562428,2659166.79478258,0.0,0.0,0.0
BGD.3.14_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,987433.008640941,1206858.35213885,943493.086449672,1188476.78683921,0.0,0.0,0.0
BGD.3.15_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,1118249.20724365,1317335.65210513,1078389.494730115,1303155.3773554019,0.0,0.0,0.0
BGD.3.17_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,3371359.44066228,4075813.96222214,3229916.2536775703,4017896.4219838697,0.0,0.0,0.0
BGD.4.1_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,1647127.01755638,1533871.21739705,1542790.729389962,1463851.09333627,0.0,0.0,0.0
BGD.4.2_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,1063051.53127738,1230788.34434216,1025631.745387331,1198538.094287206,0.0,0.0,0.0
BGD.4.3_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,2614718.7426918,3033789.77088227,2501389.396870249,2979181.860886717,0.0,0.0,0.0
BGD.4.4_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,1633565.06519519,1899273.37596513,1540029.036852694,1830891.509491257,0.0,0.0,0.0
BGD.4.5_1,BGD,Bangladesh,20,2000,2020,3,3,remained_town_or_city,2567047.5687566,2302280.17548815,2476453.065448573,2230072.35503547,0.0,0.0,0.0
BGD.4.6_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,1796509.605422,2084035.06989577,1743089.300412473,2043010.732437158,0.0,0.0,0.0
BGD.4.7_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,840618.536087327,970692.931230506,792075.684967235,939879.2495468239,0.0,0.0,0.0
BGD.4.8_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,601939.270391517,687091.73884323,576149.1193498571,665590.7228447096,0.0,0.0,0.0
BGD.4.9_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,766934.537170701,799971.787236445,707250.1951510009,759399.6310489419,0.0,0.0,0.0
BGD.4.10_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,1906823.4276635,2075853.21528561,1832627.26106434,2028216.091201982,0.0,0.0,0.0
BGD.8.5_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,2195323.72208142,2635790.26466835,2122244.549858205,2588342.631158881,0.0,0.0,0.0
BGD.8.10_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,4716944.22004505,6026894.2403442,4581118.23414561,5968531.410380419,0.0,0.0,0.0
BGD.8.13_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,2028188.62353366,2544264.18550366,1893775.3045719918,2476380.7012970247,0.0,0.0,0.0
BGD.8.16_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,1334051.70656503,1546499.83805622,1263913.860476147,1515232.371660233,0.0,0.0,0.0
BGD.5.1_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,3143974.55976772,3813761.04574585,3070294.191168401,3768792.8654017397,0.0,0.0,0.0
BGD.5.2_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,881087.977755722,1003623.39827521,848385.820998751,979333.132249499,0.0,0.0,0.0
BGD.5.3_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,2499201.82789317,2876389.97220765,2378231.32509656,2779793.310307614,0.0,0.0,0.0
BGD.5.4_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,1581614.8596718,1900466.06321892,1516159.736564685,1854778.0922726481,0.0,0.0,0.0
BGD.5.5_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,1465605.56763693,1836299.85995848,1408766.459556449,1790282.7580841412,0.0,0.0,0.0
BGD.5.6_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,2235036.2008897,2807661.2349771,2149653.0827121567,2753269.405670237,0.0,0.0,0.0
BGD.5.7_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,2394921.72101173,2937673.06912655,2331589.0189393703,2888022.289812211,0.0,0.0,0.0
BGD.5.8_1,BGD,Bangladesh,20,2000,2020,2,3,remained_town_or_city,2824269.06341353,3511598.48431775,2763784.32817197,3468281.4137037303,0.0,0.0,0.0
BGD.6.1_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,2742308.07493231,3353120.8911301,2599988.399004806,3266195.705539219,0.0,0.0,0.0
BGD.6.2_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,2234616.51465141,2662998.1293323,2172901.397852962,2628377.906242581,0.0,0.0,0.0
BGD.6.3_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,1830162.2792202,2320809.91296973,1742854.459250208,2273847.265710197,0.0,0.0,0.0
BGD.6.4_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,1177659.73542133,1429699.21327446,1135359.911385037,1411370.399688589,0.0,0.0,0.0
BGD.6.5_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,1592161.40935251,2026719.75756653,1534603.711763056,2007725.4130665169,0.0,0.0,0.0
BGD.6.6_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,862953.106128582,1111280.96913473,767300.680180784,1072908.583046801,0.0,0.0,0.0
BGD.6.7_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,2643660.25755529,3255757.40967727,2575533.65248363,3224263.82191513,0.0,0.0,0.0
BGD.6.8_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,1260301.45666451,1565147.85089923,1160491.814000624,1506598.141254219,0.0,0.0,0.0
BGD.7.1_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,1826551.19681222,2512248.80644169,1707257.855554217,2435083.038230213,0.0,0.0,0.0
BGD.7.2_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,1678924.78735895,2318691.5580421,1561266.539433513,2231318.39866086,0.0,0.0,0.0
BGD.7.3_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,2065974.8071762,2977397.15659171,1944463.051323981,2894665.215008438,0.0,0.0,0.0
BGD.7.4_1,BGD,Bangladesh,20,2000,2020,2,2,remained_town_or_city,2583187.56218491,4242183.95654727,2408527.673894247,4141416.51274547,0.0,0.0,0.0
BRN.1.1_1,BRN,Brunei Darussalam,20,2000,2020,1,1,remained_rural,546.079671770334,637.311849366874,0.0,0.0,0.0,0.0,0.0
BRN.1.2_1,BRN,Brunei Darussalam,20,2000,2020,1,1,remained_rural,13.7053203472751,15.5626755160338,0.0,0.0,0.0,0.0,0.0
BRN.1.3_1,BRN,Brunei Darussalam,20,2000,2020,2,2,remained_town_or_city,30545.5399576525,34498.6561606978,28793.7265738907,32983.6353031755,0.0,0.0,0.0
BRN.1.4_1,BRN,Brunei Darussalam,20,2000,2020,1,1,remained_rural,854.127616093494,958.891010245774,0.0,0.0,0.0,0.0,0.0
BRN.1.5_1,BRN,Brunei Darussalam,20,2000,2020,2,2,remained_town_or_city,11972.0846388175,13504.696482207,8421.83052793285,9883.2647074979,0.0,0.0,0.0
BRN.1.6_1,BRN,Brunei Darussalam,20,2000,2020,1,1,remained_rural,13.8763881474733,15.6644799588248,0.0,0.0,0.0,0.0,0.0
BRN.1.7_1,BRN,Brunei Darussalam,20,2000,2020,2,2,remained_town_or_city,12121.6842651122,13640.3343639537,10402.7884150217,11659.2908941484,0.0,0.0,0.0
BRN.1.8_1,BRN,Brunei Darussalam,20,2000,2020,1,1,remained_rural,106.385640077293,120.094345167279,0.0,0.0,0.0,0.0,0.0
BRN.2.1_1,BRN,Brunei Darussalam,20,2000,2020,2,3,remained_town_or_city,25744.3184542961,37038.9613617335,23480.6507449965,35682.461776004704,0.0,0.0,0.0
BRN.2.2_1,BRN,Brunei Darussalam,20,2000,2020,2,3,remained_town_or_city,33820.3264565569,47163.3050564815,33049.6922647869,46676.84995216712,0.0,0.0,0.0
BRN.2.12_1,BRN,Brunei Darussalam,20,2000,2020,2,3,remained_town_or_city,1359.93397309119,1900.65538102714,1359.93397309119,1900.65538102714,0.0,0.0,0.0
BRN.2.13_1,BRN,Brunei Darussalam,20,2000,2020,2,2,remained_town_or_city,28681.5604869605,40220.8229291339,27060.719730672,38251.0803739792,0.0,0.0,0.0
BRN.2.14_1,BRN,Brunei Darussalam,20,2000,2020,2,3,remained_town_or_city,26808.580852523,37184.7993349824,25777.6563001527,36763.0560536021,0.0,0.0,0.0
BRN.2.4_1,BRN,Brunei Darussalam,20,2000,2020,2,3,remained_town_or_city,8252.15737960342,11478.7793473142,7836.00082340022,11245.00784643623,0.0,0.0,0.0
BRN.2.5_1,BRN,Brunei Darussalam,20,2000,2020,2,2,remained_town_or_city,19892.7511981977,27768.1370992549,18209.1425146908,26138.4978293795,0.0,0.0,0.0
BRN.2.6_1,BRN,Brunei Darussalam,20,2000,2020,2,2,remained_town_or_city,11997.9605602459,16389.9445750006,10481.3255603793,14375.3232109197,0.0,0.0,0.0
BRN.2.7_1,BRN,Brunei Darussalam,20,2000,2020,2,3,remained_town_or_city,11770.4166825952,16511.4943751488,8484.19111091713,11865.118413038506,0.0,0.0,0.0
BRN.2.8_1,BRN,Brunei Darussalam,20,2000,2020,2,2,remained_town_or_city,12493.8856409234,17462.9059077654,10863.577955422,14954.866415167262,0.0,0.0,0.0
BRN.2.9_1,BRN,Brunei Darussalam,20,2000,2020,2,2,remained_town_or_city,10741.384268153,14985.1134710121,5521.40707278997,10014.8550876649,0.0,0.0,0.0
BRN.2.15_1,BRN,Brunei Darussalam,20,2000,2020,2,3,remained_town_or_city,406.174200262176,552.540185975377,406.174200262176,552.540185975377,0.0,0.0,0.0
BRN.2.16_1,BRN,Brunei Darussalam,20,2000,2020,2,3,remained_town_or_city,119.71264980291,174.506269345526,119.71264980291,174.506269345526,0.0,0.0,0.0
BRN.2.10_1,BRN,Brunei Darussalam,20,2000,2020,2,2,remained_town_or_city,26115.7079067286,36429.4066092714,22319.2052841005,31544.5274898373,0.0,0.0,0.0
BRN.2.11_1,BRN,Brunei Darussalam,20,2000,2020,2,2,remained_town_or_city,8330.01051517157,11575.9630892745,7131.07285408117,8200.31362743559,0.0,0.0,0.0
BRN.2.17_1,BRN,Brunei Darussalam,20,2000,2020,2,3,remained_town_or_city,1220.80822571577,1575.67768956022,1220.80822571577,1575.677689560223,0.0,0.0,0.0
BRN.2.18_1,BRN,Brunei Darussalam,20,2000,2020,2,3,remained_town_or_city,1240.71412010607,1710.11781466939,1240.71412010607,1710.117814669385,0.0,0.0,0.0
BRN.2.19_1,BRN,Brunei Darussalam,20,2000,2020,2,3,remained_town_or_city,561.378734958824,820.321953827981,561.378734958824,820.321953827981,0.0,0.0,0.0
BRN.3.1_1,BRN,Brunei Darussalam,20,2000,2020,1,1,remained_rural,1849.92718280107,1866.50795592926,0.0,0.0,0.0,0.0,0.0
BRN.3.2_1,BRN,Brunei Darussalam,20,2000,2020,1,1,remained_rural,2471.14958994323,2500.90593742044,0.0,0.0,0.0,0.0,0.0
BRN.3.3_1,BRN,Brunei Darussalam,20,2000,2020,1,1,remained_rural,1378.43697279645,1396.28623463283,0.0,0.0,0.0,0.0,0.0
BRN.3.4_1,BRN,Brunei Darussalam,20,2000,2020,1,1,remained_rural,2508.98012947664,2548.95030485699,0.0,0.0,0.0,0.0,0.0
BRN.3.5_1,BRN,Brunei Darussalam,20,2000,2020,1,1,remained_rural,498.031217559241,503.149527318776,0.0,0.0,0.0,0.0,0.0
BRN.4.1_1,BRN,Brunei Darussalam,20,2000,2020,1,1,remained_rural,8551.90092307515,10400.6554008704,0.0,0.0,0.0,0.0,0.0
BRN.4.2_1,BRN,Brunei Darussalam,20,2000,2020,1,1,remained_rural,4155.58819202194,5053.42084681801,0.0,0.0,0.0,0.0,0.0
BRN.4.3_1,BRN,Brunei Darussalam,20,2000,2020,1,1,remained_rural,3461.95929032704,4200.03550430201,0.0,0.0,0.0,0.0,0.0
BRN.4.4_1,BRN,Brunei Darussalam,20,2000,2020,1,2,rural_to_town_or_city,9882.74403724843,12013.53819298,0.0,8939.47591329482,0.0,0.0,0.0
BRN.4.5_1,BRN,Brunei Darussalam,20,2000,2020,1,1,remained_rural,1079.78941075411,1316.78176820045,0.0,0.0,0.0,0.0,0.0
BRN.4.6_1,BRN,Brunei Darussalam,20,2000,2020,1,1,remained_rural,3315.04052977276,4046.30372275063,0.0,109.139922174625,0.0,109.139922174625,109.139922174625
BRN.4.7_1,BRN,Brunei Darussalam,20,2000,2020,1,2,rural_to_town_or_city,6805.10652320005,8254.50198470778,0.0,5239.8214418618,0.0,0.0,0.0
BRN.4.8_1,BRN,Brunei Darussalam,20,2000,2020,1,1,remained_rural,1651.66043715179,2008.37158956658,0.0,0.0,0.0,0.0,0.0
BTN.1.1_1,BTN,Bhutan,20,2000,2020,1,2,rural_to_town_or_city,6812.58788827807,9738.72264629602,0.0,6106.15704794042,0.0,0.0,0.0
BTN.1.2_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,4916.5564333424,5793.27798061445,0.0,0.0,0.0,0.0,0.0
BTN.1.3_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,1611.69947141781,2170.47333817557,0.0,0.0,0.0,0.0,0.0
BTN.1.4_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,1682.47350802273,2337.03546207398,0.0,0.0,0.0,0.0,0.0
BTN.2.1_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,11052.0733624771,14227.8656758517,5037.76913312078,6151.26493254304,5037.76913312078,6151.26493254304,1113.4957994222605
BTN.2.2_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,8675.14901980758,11247.1541819312,0.0,0.0,0.0,0.0,0.0
BTN.2.3_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,4634.81841120496,6839.44534675963,0.0,0.0,0.0,0.0,0.0
BTN.2.4_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,7160.7111171633,10206.9939483926,0.0,0.0,0.0,0.0,0.0
BTN.2.5_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,900.968112193048,994.264544168487,0.0,0.0,0.0,0.0,0.0
BTN.2.6_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,3061.68926876783,3368.32790303603,0.0,8.04855085164309,0.0,8.04855085164309,8.04855085164309
BTN.2.7_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,830.224934767932,1129.68421173468,0.0,0.0,0.0,0.0,0.0
BTN.2.8_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,2434.13785741292,3471.03033460677,0.0,0.0,0.0,0.0,0.0
BTN.2.9_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,518.451983511448,697.679877281189,0.0,0.0,0.0,0.0,0.0
BTN.2.10_1,BTN,Bhutan,20,2000,2020,3,3,remained_town_or_city,56213.1724547706,69517.4648944032,53264.913728518426,62611.72660775852,0.0,0.0,0.0
BTN.2.11_1,BTN,Bhutan,20,2000,2020,2,2,remained_town_or_city,8412.63475738,10697.7828176259,6808.04106093757,9114.35409575235,0.0,0.0,0.0
BTN.3.2_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,713.965794444084,998.492642736994,0.0,0.0,0.0,0.0,0.0
BTN.3.3_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,2484.03069715202,3499.66716531105,0.0,0.0,0.0,0.0,0.0
BTN.3.4_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,1265.57883537188,1784.3562581474,0.0,0.0,0.0,0.0,0.0
BTN.3.5_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,2226.55870450847,3310.17353396118,0.0,0.0,0.0,0.0,0.0
BTN.3.6_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,1568.34097806923,2249.45880609658,0.0,0.0,0.0,0.0,0.0
BTN.3.1_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,1267.85609201528,1888.04224542528,0.0,0.0,0.0,0.0,0.0
BTN.3.7_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,1155.06458874047,1467.12002598867,0.0,0.0,0.0,0.0,0.0
BTN.3.8_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,509.005981367081,760.642286904156,0.0,0.0,0.0,0.0,0.0
BTN.3.9_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,2229.13283631206,3109.76328511536,0.0,0.0,0.0,0.0,0.0
BTN.3.10_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,391.300012448803,456.408611996099,0.0,0.0,0.0,0.0,0.0
BTN.3.11_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,1566.88814098388,2205.55179907568,0.0,0.0,0.0,0.0,0.0
BTN.3.12_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,1319.58147130907,1956.31672148779,0.0,0.0,0.0,0.0,0.0
BTN.3.13_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,1652.7994209379,2340.71645370871,0.0,0.0,0.0,0.0,0.0
BTN.3.14_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,2566.15204457939,3223.96058557555,0.0,0.0,0.0,0.0,0.0
BTN.4.1_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,736.326259515248,1065.92648982257,0.0,0.0,0.0,0.0,0.0
BTN.4.2_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,876.758788099512,835.522653690539,0.0,0.0,0.0,0.0,0.0
BTN.4.3_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,427.256735913455,945.90816726163,0.0,0.0,0.0,0.0,0.0
BTN.4.4_1,BTN,Bhutan,20,2000,2020,1,1,remained_rural,295.907167020254,403.511336579919,0.0,0.0,0.0,0.0,0.0
