id,code,name,facility_type_name,facility_function_name,facility_level_name,facility_healthcare_level_name,is_active,is_private,division_name,district_name,city_corporation_name,upazila_name,division_code,district_code,city_corporation_code,upazila_code,latitude,longitude,has_valid_coordinate,catchment_count,is_principal_tier,is_clinical_tier,approved_bed_number,has_emergency,has_opd,has_ipd,has_pharmacy,has_pathology,has_ambulance,buildings_nearest_1km_all,buildings_nearest_3km_all,buildings_nearest_5km_all,buildings_nearest_1km_p85,buildings_nearest_3km_p85,buildings_nearest_5km_p85,buildings_nearest_1km_p90,buildings_nearest_3km_p90,buildings_nearest_5km_p90
25836,10026248.0,ALPHA  GENERAL HOSPITAL,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Rajshahi,Bogura,Upazilas of Bogura,Bogura Sadar,50,10.0,0.0,20.0,24.833247,89.367245,1,1,1,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25837,10026249.0,Alpha Diagnostic & Hospital LTD,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Dhaka South City Corporation,Bangshal,30,26.0,20.0,5.0,23.7125763,90.4003843,1,1,0,0,,0,0,0,0,0,1,59,59,59,32,32,32,21,21,21
25838,10026250.0,Alpha Diagnostic Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Brahmanbaria,Upazilas of Brahmanbaria,Brahmanbaria Sadar,20,12.0,0.0,13.0,23.964142,91.118301,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25839,10026251.0,Alpha Digital Diagnostic,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Naogaon,Upazilas of Naogaon,Mahadebpur,50,64.0,0.0,50.0,24.92041,88.753648,1,1,0,0,,0,0,0,0,0,0,827,1507,1507,470,817,817,272,454,454
25840,10026252.0,ALTAFUN NESA DIAGNOSTIC CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rangpur,Dinajpur,Upazilas of Dinajpur,Dinajpur Sadar,55,27.0,0.0,64.0,25.63333,88.65,1,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25841,10026253.0,Ame Diagonostic & Consultation Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rangpur,Gaibandha,Upazilas of Gaibandha,Palashbari,55,32.0,0.0,67.0,25.32459,89.54408,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25842,10026254.0,DOCTORS CLINIC &  HOSPITAL,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Dhaka South City Corporation,Bangshal,30,26.0,20.0,5.0,24.09838,90.32871,1,1,1,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25843,10026255.0,AMERICAN DIAGNOSTIC CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Dhaka North City Corperation,Banani,30,26.0,25.0,7.0,23.70731,90.415482,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25844,10026256.0,American Specialized Hospital Ltd.,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Noakhali,Upazilas of Noakhali,Noakhali Sadar,20,75.0,0.0,87.0,22.80968,91.09458,1,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25845,10026257.0,AMIKA HEALTH CARE & MIRZAPUR DIABETES CENTRE,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Tangail,Upazilas of Tangail,Mirzapur,30,93.0,0.0,66.0,24.10287,90.09841,1,1,0,0,,0,0,0,0,0,0,260,260,260,155,155,155,89,89,89
25846,10026258.0,AMINA DIAGNOSTIC CENTRE,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Mymensingh,Jamalpur,,Jamalpur Sadar,45,39.0,,36.0,24.92803,89.943886,1,1,0,0,,0,0,0,0,0,0,576,576,576,335,335,335,199,199,199
25847,10026259.0,AMINA GENERAL HOSPITAL,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Mymensingh,Jamalpur,,Jamalpur Sadar,45,39.0,,36.0,24.92803,89.943886,1,1,1,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25848,10026260.0,Amjad Khan Chowdhury Memorial Hospital,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Natore,Upazilas of Natore,Natore Sadar,50,69.0,0.0,63.0,24.384516,89.036771,1,1,0,0,,0,0,0,0,0,1,723,1417,1417,361,686,686,175,351,351
25849,10026261.0,Anam Fertility  & Diagnostic Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Dhaka South City Corporation,Kalabagan,30,26.0,20.0,33.0,23.7494231,90.3830754,1,1,0,0,,0,0,0,0,0,0,101,101,101,84,84,84,66,66,66
25850,10026262.0,ANOWARA CENTRAL HOSPITAL,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Cumilla,Upazilas of Cumilla,Daudkandi,20,19.0,0.0,36.0,23.524393,90.791026,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25851,10026263.0,ANOWARA CENTRAL HOSPITAL,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Chattogram,Cumilla,Upazilas of Cumilla,Daudkandi,20,19.0,0.0,36.0,23.524393,90.791026,1,1,1,1,10.0,0,0,0,0,0,0,522,582,582,235,259,259,111,123,123
25852,10026264.0,ANOWARA ZAHANGIR CLINIC & DIGITAL DIAGNOSTIC CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rangpur,Kurigram,Upazilas of Kurigram,Bhurungamari,55,49.0,0.0,6.0,25.8072,89.6295,1,1,0,0,,0,0,0,0,0,0,586,682,682,262,303,303,133,150,150
25853,10026265.0,ANOWER CLINIC AND DIAGNOSTIC CENTRE,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Rajshahi,Natore,Upazilas of Natore,Gurudaspur,50,69.0,0.0,41.0,24.443116,88.992606,1,1,1,1,10.0,0,0,0,0,0,0,959,1418,1418,494,728,728,231,344,344
25854,10026266.0,Anwar Hospital & Diagnostic Center,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Dhaka,Gazipur,Gazipur City Corporation,Gazipur Sadar,30,33.0,33.0,30.0,24.0013669,90.3217256,1,1,1,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25855,10026267.0,ANWARA DIAGNOSTIC CENTRE,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Khulna,Magura,Upazilas of Magura,Shalikha,40,55.0,0.0,85.0,23.2931655,89.3652767,1,1,0,0,,0,0,0,0,0,0,513,1601,1601,242,797,797,132,438,438
25856,10026268.0,Anwara General Hospital (PVT.),Private Hospital / Clinic,Hospital/Clinic,,,1,1,Dhaka,Kishoreganj,Upazilas of Kishoreganj,Bhairab,30,48.0,0.0,11.0,24.05723,90.96934,1,1,1,1,30.0,0,0,0,0,0,0,158,165,165,74,80,80,39,40,40
25857,10026269.0,Sreenagar Modern Hospital & Diagnostic Centre,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Dhaka,Munshiganj,Upazilas of Munshiganj,Sreenagar,30,59.0,0.0,84.0,23.4980931,90.41266210000003,1,1,1,1,10.0,0,0,0,0,0,1,988,1532,1532,482,728,728,246,364,364
25858,10026270.0,APEX HEALTH CLINIC & PATHOLOGY,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Barishal,Pirojpur,Upazilas of Pirojpur,Nesarabad,10,79.0,0.0,87.0,22.7447382,90.117116,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25859,10026271.0,APEX MEDICAL & DIAGNOSTIC CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Gazipur,Gazipur City Corporation,Gazipur Sadar,30,33.0,33.0,30.0,24.7471492,90.42027340000004,1,1,0,0,,0,0,0,0,0,0,182,182,182,79,79,79,26,26,26
25860,10026272.0,Apollo Clinic and Diagnostic Centre,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Rajshahi,Naogaon,Upazilas of Naogaon,Patnitala,50,64.0,0.0,75.0,25.087978,88.670776,1,1,1,1,10.0,0,0,0,0,0,0,43,944,944,23,502,502,9,257,257
25861,10026273.0,Apollo Diagnostic & Hospital.,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Cumilla,Upazilas of Cumilla,Barura,20,19.0,0.0,9.0,23.3749196,91.0625293,1,1,0,0,,0,0,0,0,0,0,432,460,460,218,229,229,132,140,140
25862,10026274.0,Apollo Health  Care,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Kishoreganj,Upazilas of Kishoreganj,Kishoreganj Sadar,30,48.0,0.0,49.0,24.4343543,90.7858819,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25863,10026275.0,Apon Dental Care,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Brahmanbaria,Upazilas of Brahmanbaria,Nabinagar,20,12.0,0.0,85.0,23.7857241,90.99218759999997,1,1,0,0,,0,0,0,0,0,0,121,121,121,75,75,75,43,43,43
25864,10026276.0,BANDHAN DIGITAL DIAGNOSTIC & CONSULTATION CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Narayanganj,Narayanganj City Corporation,Narayanganj Sadar,30,67.0,44.0,58.0,23.6637663,90.486888,1,1,0,0,,0,0,0,0,0,0,3750,3750,3750,2467,2467,2467,1674,1674,1674
25865,10026277.0,BANDHON HOSPITAL,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Khulna,Jashore,Upazilas of Jashore,Jashore Sadar,40,41.0,0.0,47.0,23.166889,89.220032,1,1,1,1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25866,10026278.0,UNIQUE DIAGNOSTIC CENTRE,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Mymensingh,Jamalpur,,Jamalpur Sadar,45,39.0,,36.0,24.936533,89.939448,1,1,0,0,,0,0,0,0,0,0,266,266,266,153,153,153,91,91,91
25867,10026279.0,Muktijoddha Hospital & Digital Diagnostic Lab,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Gazipur,Gazipur City Corporation,Gazipur Sadar,30,33.0,33.0,30.0,23.44983,90.03247,1,1,0,0,,0,0,0,0,0,1,705,1315,1315,314,596,596,162,313,313
25869,10026281.0,SARA DIGITAL DIAGNOSTIC CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rangpur,Kurigram,Upazilas of Kurigram,Chilmari,55,49.0,0.0,9.0,24.7598086,88.53609,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25870,10026282.0,BANGLADESH CANCER SOCIETY HOSPITAL & WELFARE HOME,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Dhaka North City Corperation,Mirpur,30,26.0,25.0,48.0,23.781229,90.340706,1,1,1,1,70.0,0,0,0,0,0,1,949,949,949,480,480,480,252,252,252
25871,10026283.0,SHEFA CLINIC & DIAGNOSTICE CENTRE (PATHOLOGY),Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Khulna,Chuadanga,Upazilas of Chuadanga,Alamdanga,40,18.0,0.0,7.0,23.772858,88.642291,1,1,0,0,,0,0,0,0,0,0,100,100,100,61,61,61,37,37,37
25872,10026284.0,"Bangladesh Diagnostic Center, Rangpur.",Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rangpur,Rangpur,Rangpur City Corporation,Rangpur Sadar,55,85.0,75.0,49.0,25.76737,89.229938,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25873,10026285.0,Shoshe Clinic & Diagnostic,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Natore,Upazilas of Natore,Lalpur,50,69.0,0.0,44.0,24.287484,89.082173,1,1,0,0,,0,0,0,0,0,0,251,743,743,119,324,324,66,148,148
25874,10026286.0,CHAYANICA HOSPITAL & DIAGNOSTIC CENTER LTD.,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Upazilas of Dhaka,Dhamrai,30,26.0,0.0,14.0,23.9059,90.187,1,1,0,0,,0,0,0,0,0,0,1317,1506,1506,663,758,758,332,370,370
25875,10026287.0,BANGLADESH SPINE & ORTHOPAEDIC GENERAL HOSPITAL (PVT.) LTD.,Blood Bank,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Dhaka North City Corperation,Mirpur,30,26.0,25.0,48.0,23.70731,90.41548,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25876,10026288.0,Bangladesh Thalassaemia Hospital,Blood Bank,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Dhaka South City Corporation,Kalabagan,30,26.0,20.0,33.0,23.7464956,90.385812,1,1,1,1,,0,0,0,0,0,0,39,39,39,34,34,34,24,24,24
25878,10026290.0,Radium Diagnostic Centre & Hospital (PVT),Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Mymensingh,Mymensingh,,Mymensingh Sadar,45,61.0,,52.0,24.744221,90.403008,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25879,10026291.0,Bhaberchar General Hospital & Diagnostic Centre,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Dhaka,Munshiganj,Upazilas of Munshiganj,Gazaria,30,59.0,0.0,24.0,23.9704,90.69952,1,1,1,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25880,10026292.0,Bhai Bhai Diagnostic Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Lakshmipur,Upazilas of Lakshmipur,Lakshmipur Sadar,20,51.0,0.0,43.0,23.0098475,90.8856782,1,1,0,0,,0,0,0,0,0,1,1496,1712,1712,646,733,733,291,331,331
25881,10026293.0,BHAI BHAI PATHOLOGY,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Barishal,Pirojpur,Upazilas of Pirojpur,Bhandaria,10,79.0,0.0,14.0,22.487688,90.064408,1,1,0,0,,0,0,0,0,0,0,597,751,751,223,281,281,108,128,128
25882,10026294.0,Bhairab Digital Eye Hospital and Pheco Center,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Dhaka,Kishoreganj,Upazilas of Kishoreganj,Bhairab,30,48.0,0.0,11.0,24.054057,90.9872246,1,1,1,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25883,10026295.0,Bhairab United Diagnostic Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Kishoreganj,Upazilas of Kishoreganj,Bhairab,30,48.0,0.0,11.0,24.05723,90.96934,1,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25884,10026296.0,Centre For the Rehabilitation of the Paralysed,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Dhaka North City Corperation,Bhasan Tek,30,26.0,25.0,21.0,23.803751,90.387159,1,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25885,10026297.0,Bongshai Digital Hospital (Pvt),Private Hospital / Clinic,Hospital/Clinic,,,1,1,Dhaka,Tangail,Upazilas of Tangail,Mirzapur,30,93.0,0.0,66.0,24.249981,89.920029,1,1,1,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25886,10026298.0,BORICHANG MEDICAL CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Cumilla,Upazilas of Cumilla,Burichang,20,19.0,0.0,18.0,23.553623,91.122471,1,1,0,0,,0,0,0,0,0,0,838,868,868,433,448,448,249,260,260
25887,10026299.0,BRAC CLINIC,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Gazipur,Gazipur City Corporation,Gazipur Sadar,30,33.0,33.0,30.0,23.97994,90.78005,1,1,0,0,,0,0,0,0,0,0,1459,1669,1669,562,641,641,259,303,303
25888,10026300.0,Brothers Diagnostic Center & Doctors Chamber,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Noakhali,Upazilas of Noakhali,Noakhali Sadar,20,75.0,0.0,87.0,22.80968,91.09458,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25889,10026301.0,Burmon Health Care and Diagnostic Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Bogura,Upazilas of Bogura,Sherpur,50,10.0,0.0,88.0,25.00917,89.25639,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25890,10026302.0,BUSP HOSPITAL & DIAGNOSTIC CENTER,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Barishal,Barishal,Upazilas of Barishal,Gaurnadi,10,6.0,0.0,32.0,22.9984788,90.2224946,1,1,1,1,20.0,0,0,0,0,0,0,1376,1639,1639,700,808,808,402,462,462
25891,10026303.0,C.D.C DIAGNOSTIC & CONSULTATION CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Cumilla,Cumilla City Corporation,Cumilla Adarsha Sadar,20,19.0,50.0,67.0,23.31667,91.16667,1,1,0,0,,0,0,0,0,0,0,1095,1114,1114,494,502,502,238,244,244
25892,10026304.0,CANTT VEW HOSPITAL,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Dhaka North City Corperation,Cantonment,30,26.0,25.0,8.0,23.751437,90.32871,1,1,0,0,,0,0,0,0,0,0,737,1092,1092,450,712,712,308,506,506
25893,10026305.0,CAPITAL DIAGNOSTIC & CONSULTATION CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Sylhet,Maulvibazar,Upazilas of Moulvibazar,Maulvibazar Sadar,60,58.0,0.0,74.0,24.479073,91.765239,1,1,0,0,,0,0,0,0,0,0,193,193,193,117,117,117,77,77,77
25894,10026306.0,Prescription Point Ltd.,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Dhaka North City Corperation,Banani,30,26.0,25.0,7.0,24.098379,90.328712,1,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25895,10026307.0,Care Clinic,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Khulna,Satkhira,Upazilas of Satkhira,Satkhira Sadar,40,87.0,0.0,82.0,22.709181,89.084892,1,1,1,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25896,10026308.0,Care Diagnostic & Consultant Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Naogaon,Upazilas of Naogaon,Naogaon Sadar,50,64.0,0.0,60.0,24.80934,88.943153,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25897,10026309.0,Care Diagnostic Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33.0,0.0,86.0,24.30114,90.46973,1,1,0,0,,0,0,0,0,0,0,302,903,907,172,505,505,86,255,255
25898,10026310.0,CARE DIAGNOSTIC CENTRE.,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Mymensingh,Jamalpur,,Jamalpur Sadar,45,39.0,,36.0,24.870627,90.033633,1,1,0,0,,0,0,0,0,0,0,116,116,116,54,54,54,27,27,27
25899,10026311.0,Care Medical Centre,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Natore,Upazilas of Natore,Natore Sadar,50,69.0,0.0,63.0,24.404525,88.959058,1,1,0,0,,0,0,0,0,0,0,1975,2907,2907,1071,1518,1518,606,826,826
25900,10026312.0,Famous Specialized Hospital,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Dhaka North City Corperation,Rampura,30,26.0,25.0,67.0,23.7618417,90.4442464,1,1,0,0,,0,0,0,0,0,1,1975,2166,2166,1401,1525,1525,1053,1138,1138
25902,10026314.0,GREEN HEART DIAGNOSTIC & CONSULTATION CENTRE,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Khulna,Jashore,Upazilas of Jashore,Jashore Sadar,40,41.0,0.0,47.0,23.16689,89.22003,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25903,10026315.0,UNIQUE CARE DIAGNOSTIC CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Chapainawabganj,Upazilas of Chapainawabganj,Bholahat,50,70.0,0.0,18.0,24.9456529,88.2278608,1,1,0,0,,0,0,0,0,0,0,1464,1464,1464,704,704,704,278,278,278
25904,10026316.0,DABIR UDDIN MEMORIAL HOSPITAL,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Khulna,Bagerhat,Upazilas of Bagerhat,Bagerhat Sadar,40,1.0,0.0,8.0,22.6554516,89.76615270000002,1,1,1,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25905,10026317.0,SHEKORH PROSUTI SHEBA,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Khulna,Khulna,Khulna City Corporation,Khulna Sadar,40,47.0,33.0,51.0,22.8111446,89.5662952,1,1,1,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25906,10026318.0,RAMMOHAN DIAGNOSTIC CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Cumilla,Upazilas of Cumilla,Barura,20,19.0,0.0,9.0,23.377882,91.068839,1,1,0,0,,0,0,0,0,0,0,1619,1831,1831,750,867,867,369,427,427
25907,10026319.0,SOUTH IBN SINA DIGITAL DIAGNOSTIC CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Barishal,Barishal,Barishal City Corporation,Barishal Sadar,10,6.0,50.0,51.0,22.6863566,90.3592726,1,1,0,0,,0,0,0,0,0,0,317,317,317,185,185,185,111,111,111
25908,10026320.0,MUKTI CLINIC & DIAGNOSTIC CENTRE,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Khulna,Jashore,Upazilas of Jashore,Sharsha,40,41.0,0.0,90.0,23.0606974,89.01554329999999,1,1,1,1,20.0,0,0,0,0,0,0,1692,3209,3209,932,1694,1694,560,1005,1005
25909,10026321.0,BADRUNNESSA D-LAB AND CONSULTATION CENTRE,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Sylhet,Maulvibazar,Upazilas of Moulvibazar,Maulvibazar Sadar,60,58.0,0.0,74.0,24.309534,91.731491,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25910,10026322.0,Sami Hospital & Diagnostic Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Munshiganj,Upazilas of Munshiganj,Sreenagar,30,59.0,0.0,84.0,23.556084,90.350203,1,1,0,0,,0,0,0,0,0,1,1024,2634,2634,394,1082,1082,181,483,483
25911,10026323.0,F. A. Memorial Pathology Lab,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Dhaka North City Corperation,Mohammadpur,30,26.0,25.0,50.0,23.7592902,90.35839740000006,1,1,0,0,,0,0,0,0,0,0,110,110,110,88,88,88,68,68,68
25912,10026324.0,DR. KANAILAL DIAGNOSTIC CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35.0,0.0,51.0,23.0748194,90.1062658,1,1,0,0,,0,0,0,0,0,0,388,923,960,188,454,471,83,190,195
25913,10026325.0,new rumpa nursingh home & diagnostic center,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Mymensingh,Mymensingh,,Mymensingh Sadar,45,61.0,,52.0,24.747149,90.420273,1,1,1,1,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25914,10026326.0,Khidmah Diagnostic Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Dhaka,Dhaka South City Corporation,Khilgaon,30,26.0,20.0,36.0,23.749068,90.4201299,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25915,10026327.0,CITY ADHUNIK HOSPITAL & DIAGNOSTIC CENTER,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Shariatpur,Upazilas of Shariatpur,Shariatpur Sadar,30,86.0,0.0,69.0,23.213055,90.347719,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25916,10026328.0,Dr. Tofazzul Health Center,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Khulna,Kushtia,Upazilas of Kushtia,Kushtia Sadar,40,50.0,0.0,79.0,23.905495,89.137409,1,1,1,1,20.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25917,10026329.0,Health Care Medical Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Manikganj,Upazilas of Manikganj,Manikganj Sadar,30,56.0,0.0,46.0,23.867275,89.999621,1,1,0,0,,0,0,0,0,0,1,9,9,9,7,7,7,3,3,3
25918,10026330.0,City Hospital And Diagnostic Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Madaripur,Upazilas of Madaripur,Rajoir,30,54.0,0.0,80.0,23.230511,90.020988,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25919,10026331.0,Mediplus Medical Services (Pvt.) Ltd.,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Narayanganj,Narayanganj City Corporation,Narayanganj Sadar,30,67.0,44.0,58.0,23.620381,90.499993,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25920,10026332.0,City Lab Diagnostic & Specialized Consultation Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Khulna,Bagerhat,Upazilas of Bagerhat,Bagerhat Sadar,40,1.0,0.0,8.0,23.7271353,90.39691879999998,1,1,0,0,,0,0,0,0,0,0,146,146,146,105,105,105,78,78,78
25921,10026333.0,Shirina Diagnostic Center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Rajshahi,Naogaon,Upazilas of Naogaon,Patnitala,50,64.0,0.0,75.0,25.041034,88.760376,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25922,10026334.0,SURECELL MEDICAL [BD] LIMITED,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Chattogram,Chattogram,Chattogram City Corporation,Panchlaish,20,15.0,16.0,57.0,22.360364,91.82817,1,1,0,0,,0,0,0,0,0,0,34,34,34,8,8,8,4,4,4
25923,10026335.0,Nusrat Health centre,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Dhaka,Kishoreganj,Upazilas of Kishoreganj,Bajitpur,30,48.0,0.0,6.0,24.2126355,90.9508636,1,1,0,0,,0,0,0,0,0,0,1784,2677,2677,837,1258,1258,427,643,643
25924,10026336.0,MONOCARE CLINIC,Private Hospital / Clinic,Hospital/Clinic,,,1,1,Chattogram,Chattogram,Chattogram City Corporation,Panchlaish,20,15.0,16.0,57.0,22.3600145,91.8257249,1,1,1,1,10.0,0,0,0,0,0,1,279,279,279,120,120,120,50,50,50
25925,10026337.0,tahmina general hospital & diagonostic center,Consultancy & Diagnostic Center,Hospital/Clinic,,,1,1,Mymensingh,Mymensingh,,Bhaluka,45,61.0,,13.0,24.3813087,90.3371889,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
