division_name,district_name,upazila_name,facilities,active_facilities,coordinate_facilities,catchment_facilities,principal_tier_facilities,clinical_tier_facilities,emergency_facilities,opd_facilities,ipd_facilities,approved_beds,coordinate_coverage_pct,catchment_coverage_pct
Dhaka,Dhaka,New Market,22,22,20,22,11,12,0,0,0,1027,90.91,100.0
Chattogram,Cumilla,Cumilla Adarsha Sadar,287,287,261,287,112,149,1,23,9,2780,90.94,100.0
Chattogram,Brahmanbaria,Nabinagar,134,134,122,134,14,89,1,46,1,210,91.04,100.0
Rajshahi,Bogura,Sariakandi,56,56,51,56,4,49,3,38,2,60,91.07,100.0
Dhaka,Dhaka,Demra,45,45,41,45,17,20,0,0,0,560,91.11,100.0
Chattogram,Chandpur,Hajiganj,91,91,83,91,26,58,6,6,2,340,91.21,100.0
Dhaka,Kishoreganj,Bhairab,80,80,73,80,28,49,2,15,2,380,91.25,100.0
Rajshahi,Naogaon,Manda,93,93,85,93,10,75,1,47,1,150,91.4,100.0
Chattogram,Chattogram,Satkania,94,94,86,94,11,72,4,9,3,300,91.49,100.0
Khulna,Kushtia,Bheramara,71,71,65,71,19,45,1,3,1,206,91.55,100.0
Barishal,Barishal,Wazirpur,72,72,66,72,4,50,4,24,3,70,91.67,100.0
Rajshahi,Joypurhat,Akkelpur,36,36,33,36,2,28,1,2,1,50,91.67,100.0
Rajshahi,Chapainawabganj,Gomastapur,74,74,68,74,14,54,1,1,1,180,91.89,100.0
Rajshahi,Pabna,Chatmohar,75,75,69,75,9,54,5,16,0,130,92.0,100.0
Barishal,Barishal,Babuganj,40,40,37,40,4,35,1,6,1,80,92.5,100.0
Rajshahi,Bogura,Nandigram,41,41,38,41,6,36,6,18,1,81,92.68,100.0
Khulna,Bagerhat,Fakirhat,43,43,40,43,13,37,2,15,2,182,93.02,100.0
Dhaka,Dhaka,Kadamtali,29,29,27,29,13,14,0,0,0,141,93.1,100.0
Barishal,Barishal,Bakerganj,102,102,95,102,13,83,4,41,2,140,93.14,100.0
Rajshahi,Naogaon,Atrai,45,45,42,45,7,43,3,17,1,103,93.33,100.0
Rajshahi,Rajshahi,Rajpara,155,155,145,155,63,63,2,2,1,2753,93.55,100.0
Rajshahi,Naogaon,Mahadebpur,80,80,75,80,15,63,1,34,1,230,93.75,100.0
Chattogram,Cumilla,Meghna,35,35,33,35,4,24,1,3,1,71,94.29,100.0
Rajshahi,Natore,Baraigram,93,93,88,93,19,64,5,18,2,241,94.62,100.0
Dhaka,Dhaka,Mohammadpur,170,170,161,170,80,81,1,2,1,2356,94.71,100.0
Rajshahi,Sirajganj,Belkuchi,77,77,73,77,15,60,3,35,1,200,94.81,100.0
Dhaka,Dhaka,Kalabagan,78,78,74,78,38,38,0,0,0,1826,94.87,100.0
Khulna,Khulna,Batiaghata,45,45,43,45,11,39,1,14,1,130,95.56,100.0
Dhaka,Dhaka,Dhanmondi,92,92,88,92,48,49,0,1,0,4124,95.65,100.0
Barishal,Patuakhali,Mirzaganj,46,46,44,46,9,36,6,10,2,140,95.65,100.0
Barishal,Barguna,Bamna,23,23,22,23,5,18,1,1,1,80,95.65,100.0
Sylhet,Sylhet,Companiganj,24,24,23,24,3,19,1,1,1,65,95.83,100.0
Dhaka,Dhaka,Uttara  Paschim,73,73,70,73,40,40,1,1,1,3403,95.89,100.0
Sylhet,Habiganj,Lakhai,31,31,30,31,2,28,7,8,2,50,96.77,100.0
Chattogram,Noakhali,Sonaimuri,104,104,101,104,24,75,9,37,3,320,97.12,100.0
Chattogram,Noakhali,Chatkhil,78,78,76,78,16,53,2,21,1,210,97.44,100.0
Dhaka,Dhaka,Rampura,53,53,52,53,16,16,0,0,0,645,98.11,100.0
Dhaka,Dhaka,Shajahanpur,9,9,9,9,5,5,0,0,0,190,100.0,100.0
Dhaka,Dhaka,Bhasan Tek,7,7,7,7,3,3,2,2,2,415,100.0,100.0
Chattogram,Chattogram,Chak Bazar,6,6,6,6,5,5,0,0,0,340,100.0,100.0
Sylhet,Sylhet,Shahparan,3,3,3,3,3,3,0,1,0,111,100.0,100.0
Dhaka,Dhaka,Shah Ali,2,2,2,2,1,1,0,0,0,30,100.0,100.0
Barishal,Narsingdi,Manohardi,1,1,1,1,0,0,0,0,0,0,100.0,100.0
Chattogram,Brahmanbaria,Banaripara,1,1,1,1,1,1,0,0,0,10,100.0,100.0
Chattogram,Chattogram,Bandar,1,1,1,1,0,0,0,0,0,0,100.0,100.0
Dhaka,Dhaka,Senbagh,1,1,1,1,0,0,0,0,0,0,100.0,100.0
Dhaka,Tangail,Madhabpur,1,1,1,1,1,1,0,0,0,10,100.0,100.0
Mymensingh,Netrakona,Monoharganj,1,1,1,1,0,0,0,0,0,0,100.0,100.0
Sylhet,Sylhet,Airport,1,1,1,1,0,1,0,1,0,0,100.0,100.0
